Filename,Title,Raw_Language,Raw_Epoch,Original_Date_Str,Y_min,Y_max,Target_Year,Source
117_Togožde_molitva_za_bezdăždia.txt,Togožde molitva za bezdăždia,Middle Bulgarian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_225
118_Pochvalno_slovo_za_Ioan_episcop_Polivotski.txt,"Pochvalno slovo za Ioan, episcop Polivotski",Middle Bulgarian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_240
119_Afanasij_Nikitins_journey_beyond_three_seas.txt,Afanasij Nikitin’s journey beyond three seas,Old Russian,Church Slavonic,15th,1401,1500,1450,https://github.com/torottreebank/treebank-releases/blob/master/afnik.conll
120_The_tale_of_Dracula.txt,The tale of Dracula,Old Russian,Church Slavonic,15th,1401,1500,1450,https://github.com/torottreebank/treebank-releases/blob/master/drac.conll
121_The_tale_of_Luka_Kolocskij.txt,The tale of Luka Kolocskij,Old Russian,Church Slavonic,15-16th,1401,1600,1500,https://github.com/torottreebank/treebank-releases/blob/master/luk-koloc.conll
122_Missive_from_Prince_Ivan_of_Pskov_14631465.txt,"Missive from Prince Ivan of Pskov, 1463–1465",Old Russian,Church Slavonic,15th,1401,1500,1450,https://github.com/torottreebank/treebank-releases/blob/master/pskov-ivan.conll
123_Služba_na_carica_Teofana.txt,Služba na carica Teofana,Resavian,Church Slavonic,15th,1401,1500,1450,https://histdict.uni-sofia.bg/textcorpus/show/doc_241
124_Domostroj.txt,Domostroj,Old Russian,Church Slavonic,16t,1501,1600,1550,https://github.com/torottreebank/treebank-releases/blob/master/domo.conll
125_Slovo_o_Sivilě_I_red.txt,Slovo o Sivilě (I red.),New Bulgarian,Church Slavonic,16th,1501,1600,1550,https://histdict.uni-sofia.bg/textcorpus/show/doc_20
126_Oukaz_za_ga_našego_IsCha_II_red.txt,Oukaz' za ga našego IsCha (II red.),New Bulgarian,Church Slavonic,second half of the 16th,1551,1600,1575,https://histdict.uni-sofia.bg/textcorpus/show/doc_24
127_Slavjanska_versija_na_chronikata_na_Georgi_Sinkel.txt,Slavjanska versija na chronikata na Georgi Sinkel,Old Russian,Church Slavonic,16th,1501,1600,1550,https://histdict.uni-sofia.bg/textcorpus/show/doc_25
128_The_taking_of_Pskov.txt,The taking of Pskov,Old Russian,Church Slavonic,16th,1501,1600,1550,https://github.com/torottreebank/treebank-releases/blob/master/pskov.conll
129_Vpros_Epifanija_narečennaa_v_mnišcěm_činou_Eutichii_i_byvšemu_patriarchou_Konstantdina_grada_k_osveščennomou_Andreju_za_Christa_Ourodivaago_i_vsako_bouistvo_ověščavša_o_Konstandině_gradě.txt,V'pros' Epifanija narečen'naa v' mniš'cěm' činou Eutichii i byvšemu patriarchou Konstantdina grada k' osveščen'nomou An'dreju za Christa Ourodivaago i vsako bouistvo ověščavša o Kon'stan'dině gradě,Resavian,Church Slavonic,End of the 15th – first half of the 16th,1401,1600,1500,https://histdict.uni-sofia.bg/textcorpus/show/doc_28
130_Service_for_St_Ivan_of_Rila.txt,Service for St. Ivan of Rila,Resavian,Church Slavonic,16th,1501,1600,1550,https://histdict.uni-sofia.bg/textcorpus/show/doc_35
131_Slovo_za_posta_i_za_molitvata.txt,Slovo za posta i za molitvata,Old Russian,Church Slavonic,16th,1501,1600,1550,https://histdict.uni-sofia.bg/textcorpus/show/doc_48
132_Slovo_za_tozi_vremenen_život.txt,Slovo za tozi vremenen život,Old Russian,Church Slavonic,16th,1501,1600,1550,https://histdict.uni-sofia.bg/textcorpus/show/doc_49
133_Pochvala_styichă_m_mǫčenikă.txt,Pochvala styichă m mǫčenikă,Old Serbian,Church Slavonic,16th,1501,1600,1550,https://histdict.uni-sofia.bg/textcorpus/show/doc_106
134_Molitva_za_rodilka_sled_raždaneto.txt,Molitva za rodilka sled raždaneto,Middle Bulgarian,Church Slavonic,16th,1501,1600,1550,https://histdict.uni-sofia.bg/textcorpus/show/doc_184
135_The_tale_of_the_fall_of_Constantinople.txt,The tale of the fall of Constantinople,Old Russian,Church Slavonic,16th,1501,1600,1550,https://github.com/torottreebank/treebank-releases/blob/master/const.conll
136_Molitva_za_văcărkovlenie_na_novorodeno_na_40_ja_den.txt,Molitva za văcărkovlenie na novorodeno na 40-ja den,Middle Bulgarian,Church Slavonic,16th,1501,1600,1550,https://histdict.uni-sofia.bg/textcorpus/show/doc_185
137_Oukaz_Kako_Svrši_G_naš_Ivc_Chs.txt,Oukaz' Kako S'vr'ši G' naš' Iv(c) Chs,Resavian,Church Slavonic,16th,1501,1600,1550,https://histdict.uni-sofia.bg/textcorpus/show/doc_188
138_Pověs_prědivna_isplnjen_strastei_i_tretěnia_i_tainstvo_velie_Rž_okri_b_ugodnikoom_svoim_O_mimošdšich_i_grědouščch_iže_v_stich_oca_našego_mefodia_eppckupa_paparskagoo_skazanie_istinnoe_o_crich_i_poslědnich_lětech.txt,Pově(s) prědivna ispl'njen' strastei i tretěnia i tain'stvo velie R(ž) okri b' ugodn'ikoo(m) svoi(m) O mimoš'(d)ši(ch) i grědoušč(ch) iže v' st'i(ch) oca našego mefodia epp(c)kupa papar'skagoo skazanie istin'noe o cri(ch) i poslědnich' lěte(ch),Resavian,Church Slavonic,Third quarter of the 16th,1551,1625,1588,https://histdict.uni-sofia.bg/textcorpus/show/doc_191
139_Văprosă_Nikodimov.txt,Văprosă Nikodimov,Old Church Slavonic,Church Slavonic,16th,1501,1600,1550,https://histdict.uni-sofia.bg/textcorpus/show/doc_197
140_Trojanski_Damaskin.txt,Trojanski Damaskin,New Bulgarian,Church Slavonic,17th,1601,1700,1650,https://histdict.uni-sofia.bg/textcorpus/show/doc_11
141_Materials_for_the_history_of_the_schism.txt,Materials for the history of the schism,Old Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/torottreebank/treebank-releases/blob/master/schism.conll
142_Vesti_Kuranty.txt,Vesti-Kuranty,Old Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/torottreebank/treebank-releases/blob/master/vest-kur.conll
143_Ckazanie_Isaie_proka_kako_vznecn_bic_agglom_do_zgo_nbci.txt,Ckazanie Isaie pr(o)ka kako v'zne(c)n' b'i(c) agglo(m) do zgo nb(c)'i,Resavian,Church Slavonic,Beginning of the 17th,1601,1634,1617,https://histdict.uni-sofia.bg/textcorpus/show/doc_15
144_Mc_okovmpii_imat_dni_la_dn_imat_sča_ai_a_nošč_gi_vă_fi_den_pamet_prěpodobnago_otca_našego_ioanna_poustinižitelja_rylskago.txt,"Mc' okovmpii imat dni la dn' imat sča ai a' nošč', gi vă fi den' pamet prěpodobnago otca našego ioanna poust'inižitelja ryl'skago",Resavian,Church Slavonic,17th,1601,1700,1650,https://histdict.uni-sofia.bg/textcorpus/show/doc_26
145_Čjudesa_stgo_Nikolia.txt,Čjudesa stgo Nikolia,Resavian,Church Slavonic,17th,1601,1700,1650,https://histdict.uni-sofia.bg/textcorpus/show/doc_47
146_Slovo_Kako_zače_se_samovila.txt,Slovo Kako zače se samovila,Resavian,Church Slavonic,17th,1601,1700,1650,https://histdict.uni-sofia.bg/textcorpus/show/doc_133
147_Skazanie_izjavljenno_opismene.txt,Skazanie iz'javljenno o'pi'smene,Resavian,Church Slavonic,17th,1601,1700,1650,https://histdict.uni-sofia.bg/textcorpus/show/doc_170
148_Tikveški_sbornik.txt,Tikveški sbornik,Resavian,Church Slavonic,17th,1601,1700,1650,https://histdict.uni-sofia.bg/textcorpus/show/doc_179
149_Ukaz_za_ga_nšego_ischa_kako_bys_msca_martia.txt,Uka(z) za ga nšego is'cha kako by(s) msca martia,Resavian,Church Slavonic,17th,1601,1700,1650,https://histdict.uni-sofia.bg/textcorpus/show/doc_187
150_Skazanie_kako_čsti_ezyk.txt,Skazanie kako č'(s)ti ezy(k),Resavian,Church Slavonic,17th,1601,1700,1650,https://histdict.uni-sofia.bg/textcorpus/show/doc_190
151_Loveški_damaskin.txt,Loveški damaskin,New Bulgarian,Church Slavonic,17th,1601,1700,1650,https://histdict.uni-sofia.bg/textcorpus/show/doc_192
152_Oustav_božstvennyę_služby_svętago_apostola_Iakova_brata_gospodnę.txt,"Oustav' bož(')stvennyę služby svętago apostola Iakova, brata gospodnę",Old Russian,Church Slavonic,17th,1601,1700,1650,https://histdict.uni-sofia.bg/textcorpus/show/doc_210
153_Testament_of_Ivan_Jurievich_Grjaznoj.txt,Testament of Ivan Jurievich Grjaznoj,Old Russian,Church Slavonic,18th,1701,1800,1750,https://github.com/torottreebank/treebank-releases/blob/master/dux-grjaz.conll
154_Mitarstva_na_dušata_na_Blažena_Teodora.txt,Mitarstva na dušata /na Blažena Teodora,Church Slavonic,New Church Slavonic,18th,1701,1800,1750,https://histdict.uni-sofia.bg/textcorpus/show/doc_36
155_Correspondence_of_Peter_the_Great.txt,Correspondence of Peter the Great,Old Russian,New Church Slavonic,18th,1701,1800,1750,https://github.com/torottreebank/treebank-releases/blob/master/peter.conll
156_Istorija_Slavjanoblgarska.txt,Istorija Slavjanob'lgarska,New Bulgarian,New Church Slavonic,18th,1701,1800,1750,https://histdict.uni-sofia.bg/textcorpus/show/doc_137
157_Kiev_Missal.txt,Kiev Missal,Old Church Slavonic,Old Church Slavonic,between 9th to 11th,801,1100,950,https://github.com/torottreebank/treebank-releases/blob/master/kiev-mis.conll
158_Razumnik_ukaz_II_red_fragment.txt,Razumnik-ukaz (II red. fragment),New Bulgarian,Church Slavonic,16th-17th,1501,1700,1600,https://histdict.uni-sofia.bg/textcorpus/show/doc_27
159_Žitie_na_sv_Teodora_Aleksandrijska.txt,Žitie na sv. Teodora Aleksandrijska,Middle Bulgarian,Church Slavonic,13th (14th),1201,1400,1300,https://histdict.uni-sofia.bg/textcorpus/show/doc_50
160_Beležki_na_blgarskite_knižovnici_X_XVIII_veka.txt,Beležki na b'lgarskite knižovnici X-XVIII veka,Middle Bulgarian,Church Slavonic,,,,,https://histdict.uni-sofia.bg/textcorpus/show/doc_52
161_Trebnik_Grigorovič_32.txt,Trebnik Grigorovič 32,Middle Bulgarian,Church Slavonic,15-16th,1401,1600,1500,https://histdict.uni-sofia.bg/textcorpus/show/doc_103
162_Kanonă_Glasă_i_pěsn_a.txt,Kanonă Glasă i pěsn' a,Middle Bulgarian,Church Slavonic,15-16th,1401,1600,1500,https://histdict.uni-sofia.bg/textcorpus/show/doc_123
163_Pooučenie_na_blagověščenie_stěi_bci.txt,Pooučenie na blagověščenie stěi bci,Old Church Slavonic,Church Slavonic,13th-14th,1201,1400,1300,https://histdict.uni-sofia.bg/textcorpus/show/doc_125
164_Pooučenie_na_blagověščenie_stěi_bci.txt,Pooučenie na blagověščenie stěi bci,Old Russian,Church Slavonic,13th-14th,1201,1400,1300,https://histdict.uni-sofia.bg/textcorpus/show/doc_126
165_Služba_za_părvomăčenik_Stefan_i_za_Stefan_i_papa_Rimski.txt,Služba za părvomăčenik Stefan i za Stefan i papa Rimski,Middle Bulgarian,Old Church Slavonic,11th-12th,1001,1200,1100,https://histdict.uni-sofia.bg/textcorpus/show/doc_132
166_Slovo_stgo_Polouta_Rimskago_o_tlkovanii_danilově.txt,Slovo stgo Polouta Rim'skago o tl'kovanii danilově,Old Serbian,Church Slavonic,17th-18th,1601,1800,1700,https://histdict.uni-sofia.bg/textcorpus/show/doc_6
167_Žitie_skazano_o_prěmudtosti_akirievě_kako_oučaše_sestričikja_svoe_anadana.txt,Žitie skazano o prěmudtosti akirievě kako oučaše sestričikja svoe anadana,Resavian,Church Slavonic,17th-18th,1601,1800,1700,https://histdict.uni-sofia.bg/textcorpus/show/doc_174
168_Slovo_o_adamě_i_o_evvě_o_sačela_do_svršenie_oukaz_oče_blcvi.txt,Slovo o adamě i o evvě o sačela do s'vr'šenie oukaz' oče bl(c)vi,Resavian,Church Slavonic,17th-18th,1601,1800,1700,https://histdict.uni-sofia.bg/textcorpus/show/doc_175
169_Slovo_o_pradednago_avraama_oč_blcvi.txt,Slovo o pradednago avraama o(č) bl(c)vi,Resavian,Church Slavonic,17th-18th,1601,1800,1700,https://histdict.uni-sofia.bg/textcorpus/show/doc_177
170_molitva_za_babuvala_akuširala_žena.txt,molitva za babuvala (akuširala) žena,Middle Bulgarian,Church Slavonic,15th-16th,1401,1600,1500,https://histdict.uni-sofia.bg/textcorpus/show/doc_182
171_molitva_za_babuvala_akuširala_žena.txt,molitva za babuvala (akuširala) žena,Middle Bulgarian,Church Slavonic,15th-16th,1401,1600,1500,https://histdict.uni-sofia.bg/textcorpus/show/doc_182
172_Slovo_o_stei_troici_kako_gosti_avram.txt,Slovo o stei troici kako go(s)ti avram',Resavian,Church Slavonic,15th-16th,1401,1600,1500,https://histdict.uni-sofia.bg/textcorpus/show/doc_186
173_o_velikie_petki_prěz_godi.txt,(o) velikie petki prěz' godi,Resavian,Church Slavonic,15th-16th,1401,1600,1500,https://histdict.uni-sofia.bg/textcorpus/show/doc_189
174_Blacho_bălgarski_gramoti.txt,Blacho-bălgarski gramoti,Middle Bulgarian,Church Slavonic,15th-16th,1401,1600,1500,https://histdict.uni-sofia.bg/textcorpus/show/doc_193
175_Părvo_slovo_protiv_arianite.txt,Părvo slovo protiv arianite,Old Church Slavonic,Old Church Slavonic,,,,,https://histdict.uni-sofia.bg/textcorpus/show/doc_257
176_Charter_of_Prince_Jurij_Svjatoslavich_of_Smolensk_on_the_alliance_with_Poland_and_Lithuania_1386.txt,"Charter of Prince Jurij Svjatoslavich of Smolensk on the alliance with Poland and Lithuania, 1386",Old Russian,Church Slavonic,14th,1301,1400,1350,https://github.com/torottreebank/treebank-releases/blob/master/smol-pol-lit.conll
177_Žitie_prepodnogo_Aleksandra_Svirskogo.txt,Žitie prepodnogo Aleksandra Svirskogo,Middle Russian,Church Slavonic,XVI,1501,1600,1550,https://project.phil.spbu.ru/scat/download/Aleksandr_svirskij.xml
178_Žitie_prepodobnogo_Antonija_Sijskogo.txt,Žitie prepodobnogo Antonija Sijskogo,Middle Russian,Church Slavonic,XVI century,1501,1600,1550,https://project.phil.spbu.ru/scat/download/Antonij_sijskij.xml
179_Žitie_prepodobnogo_Grigorija_Pelšemskogo.txt,Žitie prepodobnogo Grigorija Pel'šemskogo,Middle Russian,Church Slavonic,XVI century,1501,1600,1550,https://project.phil.spbu.ru/scat/download/Grigorij_pelshemskij.xml
180_Žitie_Dimitrija_Priluckogo.txt,Žitie Dimitrija Priluckogo,Middle Russian,Church Slavonic,The late 14th century or the early 15th century,1301,1500,1400,https://project.phil.spbu.ru/scat/download/Dimitrij_prilutskij.xml
181_Žitie_prepodobnogo_Dionisija_Glušickogo.txt,Žitie prepodobnogo Dionisija Glušickogo,Middle Russian,Church Slavonic,The late 15th century,1467,1500,1483,https://project.phil.spbu.ru/scat/download/Dionisij_glushitskij.xml
182_Žitie_prepodobnogo_Dionisija_Glušickogo_pochvala.txt,Žitie prepodobnogo Dionisija Glušickogo (pochvala),Middle Russian,Church Slavonic,The late 15th century,1467,1500,1483,https://project.phil.spbu.ru/scat/download/Dionisij_glushitskij_pohvala.xml
183_Žitie_prepodobnogo_Kirilla_Novoezerskogo.txt,Žitie prepodobnogo Kirilla Novoezerskogo,Middle Russian,Church Slavonic,The late 16th century,1567,1600,1583,https://project.phil.spbu.ru/scat/download/Cyrill_novoezerskij.xml
184_Žitie_prepodobnogo_Kornilija_Komelskogo.txt,Žitie prepodobnogo Kornilija Komel'skogo,Middle Russian,Church Slavonic,The late 16th century,1567,1600,1583,https://project.phil.spbu.ru/scat/download/Kornilij_komelskij.xml
185_Žitie_prepodobnogo_Kornilija_Komelskogo_Pochvala.txt,Žitie prepodobnogo Kornilija Komel'skogo (Pochvala),Middle Russian,Church Slavonic,The late 16th century,1567,1600,1583,https://project.phil.spbu.ru/scat/download/Dionisij_glushitskij_pohvala.xml
186_Žitie_prepodobnogo_Pavla_Obnorskogo_žitie.txt,Žitie prepodobnogo Pavla Obnorskogo (žitie),Middle Russian,Church Slavonic,16th century,1501,1600,1550,https://project.phil.spbu.ru/scat/download/Pavel_obnorskij_zhitie.xml
187_Žitie_prepodobnogo_Pavla_Obnorskogo_chudesa.txt,Žitie prepodobnogo Pavla Obnorskogo (chudesa),Middle Russian,Church Slavonic,16th century,1501,1600,1550,https://project.phil.spbu.ru/scat/download/Pavel_obnorskij_chudesa.xml
188_Žitie_prepodobnogo_Sergija_Nuromskogo.txt,Žitie prepodobnogo Sergija Nuromskogo,Middle Russian,Church Slavonic,16th century,1501,1600,1550,https://project.phil.spbu.ru/scat/download/Sergij_nuromskij.xml
189_Gramota_Novgoroda_Ljubeku_s_trebovaniem_vozvrata_tovarov_nagrablennych_morskimi_razbojnikami_u_novgorodcev_Gramoty_Velikogo_Novgoroda_i_Pskova.txt,"Gramota Novgoroda Ljubeku s trebovaniem vozvrata tovarov, nagrablennych morskimi razbojnikami u novgorodcev. Gramoty Velikogo Novgoroda i Pskova",Middle Russian,Church Slavonic,14th,1301,1400,1350,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
190_Dogovornaja_gramota_Velikogo_Novgoroda_i_Pskova_s_episkopom_Jurevskim_o_peremirii_na_30_let_Gramoty_Velikogo_Novgoroda_i_Pskova.txt,Dogovornaja gramota Velikogo Novgoroda i Pskova s episkopom Jur’evskim o peremirii na 30 let. Gramoty Velikogo Novgoroda i Pskova,Middle Russian,Church Slavonic,"Drafted in the 15th century, with subsequent modifications in the 16th-17th centuries",1401,1700,1550,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
191_Otkupnaja_gramota_Jakima_Gureeva_i_Matveja_Petrova_u_namestnika_Grigorija_Vasileviča_na_sud_v_Oboneže_Gramoty_Velikogo_Novgoroda_i_Pskova.txt,Otkupnaja gramota Jakima Gureeva i Matveja Petrova u namestnika Grigorija Vasil’eviča na sud v Obonež’e. Gramoty Velikogo Novgoroda i Pskova,Middle Russian,Church Slavonic,15th,1401,1500,1450,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
192_Gramota_velikogo_knjazja_Dmitrija_Ivanoviča_Andreju_Frjazinu_o_požalovanii_ego_Pečeroju_v_kormlenie_Gramoty_Velikogo_Novgoroda_i_Pskova.txt,Gramota velikogo knjazja Dmitrija Ivanoviča Andreju Frjazinu o požalovanii ego Pečeroju v kormlenie. Gramoty Velikogo Novgoroda i Pskova,Middle Russian,Church Slavonic,14th - 15th-16th,1301,1600,1450,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
193_Kupčaja_popa_Petra_u_Trofima_Haritona_i_Dementija_na_navolok_na_reke_Ljavle_Gramoty_Velikogo_Novgoroda_i_Pskova.txt,"Kupčaja popa Petra u Trofima, Haritona i Dementija na navolok na reke Ljavle. Gramoty Velikogo Novgoroda i Pskova",Middle Russian,Church Slavonic,15th,1401,1500,1450,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
194_Kupčaja_novgorodskogo_posadnika_Dmitrija_Vasileviča_u_Hovry_Vasilevoj_dočeri_Tojvutovoj_na_učastki_v_rekah_Vyge_Shue_Kemi_i_na_Kilboostrove_Gramoty_Velikogo_Novgoroda_i_Pskova.txt,"Kupčaja novgorodskogo posadnika Dmitrija Vasil’eviča u Hovry Vasil’evoj dočeri Tojvutovoj na učastki v rekah Vyge, Shue, Kemi i na Kil’boostrove. Gramoty Velikogo Novgoroda i Pskova ",Middle Russian,Church Slavonic,15th,1401,1500,1450,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
195_Obodnaja_meževaja_zemljam_velikogo_knjazja_i_monastyrej_Jureva_Vjažickogo_Paleostrovskogo_i_Muromskogo_v_pogostach_Shalskom_i_Nikolskom_Pudožskom_i_v_volostkach_tech_že_pogostov_Gramoty_Velikogo_Novgoroda_i_Pskova.txt,"Obodnaja meževaja zemljam velikogo knjazja i monastyrej Jur’eva, Vjažickogo, Paleostrovskogo i Muromskogo v pogostach Shal’skom i Nikol’skom Pudožskom i v volostkach tech že pogostov. Gramoty Velikogo Novgoroda i Pskova",Middle Russian,Church Slavonic,"Drafted in the 14th century, with subsequent modifications in the 16th-17th centuries.",1301,1700,1500,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
196_Žalovannaja_gramota_vvoznaja_i_nesudimaja_p_Filareta_K_A_i_O_A_Surminym_na_pomeste_ich_otca_v_sc_Bunkove_s_derevnjami_i_pustošami_v_Sotskoj_vol_Kostromskogo_u_Akty_feodalnogo_zemlevladenija_i_chozjajstva.txt,"Žalovannaja gramota, vvoznaja i nesudimaja, p. Filareta K. A. i O. A. Surminym na pomest’e ich otca v sc. Bunkove s derevnjami i pustošami, v Sotskoj vol., Kostromskogo u. // Akty feodal’nogo zemlevladenija i chozjajstva",Middle Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
197_Carskaja_gramota_kungurskomu_voevode_Fedoru_Suchotinu_ob_okazanii_sodejstvija_gostinoj_sotne_Alekseju_Ušakovu_v_sbore_tamožennyh_i_kabackich_pošlin_Kungurskie_akty_XVII_veka.txt,Carskaja gramota kungurskomu voevode Fedoru Suchotinu ob okazanii sodejstvija gostinoj sotne Alekseju Ušakovu v sbore tamožennyh i kabackich pošlin. Kungurskie akty XVII veka,Middle Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
198_Otpiski_v_Moskvu_kungurskogo_voevody_Alekseja_Kalitina_Kungurskie_akty_XVII_veka.txt,Otpiski v Moskvu kungurskogo voevody Alekseja Kalitina. Kungurskie akty XVII veka,Middle Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
199_I_F_Strešnev_V_V_Golicynu_Moskovskaja_delovaja_i_bytovaja_pismennost_XVII_veka.txt,I. F. Strešnev V. V. Golicynu. Moskovskaja delovaja i bytovaja pis’mennost’ XVII veka,Middle Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
200_I_F_Strešnev_V_V_Golicynu_Moskovskaja_delovaja_i_bytovaja_pismennost_XVII_veka.txt,I. F. Strešnev V. V. Golicynu. Moskovskaja delovaja i bytovaja pis’mennost’ XVII veka,Middle Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
201_T_I_Golicyna_V_V_Golicynu_Moskovskaja_delovaja_i_bytovaja_pismennost_XVII_veka.txt,T. I. Golicyna V. V. Golicynu. Moskovskaja delovaja i bytovaja pis’mennost’ XVII veka,Middle Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
202_T_I_Golicyna_V_V_Golicynu_Moskovskaja_delovaja_i_bytovaja_pismennost_XVII_veka.txt,T. I. Golicyna V. V. Golicynu. Moskovskaja delovaja i bytovaja pis’mennost’ XVII veka,Middle Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
203_Čelobite_Lva_Andreeva_Mikulina_ob_otpuskе_ego_v_derevnju_dlja_sbora_so_služboj_Akty_Moskovskogo_gosudarstva_izdannye_imp_Akademiej_nauk.txt,"Čelobit’e L’va Andreeva Mikulina ob otpuskе ego v derevnju «dlja sbora so služboj». Akty Moskovskogo gosudarstva, izdannye imp. Akademiej nauk",Middle Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
204_Simeon_Polockij_Komidija_pritči_o_bludnem_syne_Russkaja_dramaturgija_poslednej_četverti_XVII_i_načala_XVIII_v.txt,Simeon Polockij. Komidija pritči o bludnem syne. Russkaja dramaturgija poslednej četverti XVII i načala XVIII v. ,Middle Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
205_Stepennaja_kniga_Kniga_Stepennaja_carskogo_rodoslovija_2_ja_stepen_Jaroslav_Vladimirovič_Mudryj_PSRL_T_21.txt,Stepennaja kniga («Kniga Stepennaja carskogo rodoslovija»). 2-ja stepen’ [Jaroslav Vladimirovič Mudryj] // PSRL. T. 21,Middle Russian,Church Slavonic,16th,1501,1600,1550,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
206_Kupčaja_popa_Petra_u_Trofima_Kharitona_i_Dementija_na_navolok_na_reke_Ljavle_Gramoty_Velikogo_Novgoroda_i_Pskov.txt,"Kupčaja popa Petra u Trofima, Kharitona i Dementija na navolok na reke Ljavle // Gramoty Velikogo Novgoroda i Pskov",Middle Russian,Church Slavonic,15th,1401,1500,1450,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-train.conllu
207_Carskaja_gramota_kungurskomu_voevode_Alekseju_Kalitinu_o_predostavlenii_zemskim_starostam_i_celovalnikam_sbora_streleckich_obročnych_i_drugich_deneg_i_o_nevmešatelstve_v_rasporjaženija_po_označennym_sboram_voevod.txt,"Carskaja gramota kungurskomu voevode Alekseju Kalitinu o predostavlenii zemskim starostam i celoval’nikam sbora streleckich, obročnych i drugich deneg i o nevmešatel’stve v rasporjaženija po označennym sboram voevod",Middle Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-test.conllu
208_Carskaja_gramota_kungurskomu_voevode_Alekseju_Kalitinu_o_predostavlenii_zemskim_starostam_i_celovalnikam_sbora_streleckich_obročnych_i_drugich_deneg_i_o_nevmešatelstve_v_rasporjaženija_po_označennym_sboram_voevod.txt,"Carskaja gramota kungurskomu voevode Alekseju Kalitinu o predostavlenii zemskim starostam i celoval’nikam sbora streleckich, obročnych i drugich deneg i o nevmešatel’stve v rasporjaženija po označennym sboram voevod",Middle Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-test.conllu
209_Delo_o_duėli_v_Moskve_seržantov_Petra_Falka_i_Tomasa_Grelsa.txt,Delo o duėli v Moskve seržantov Petra Fal’ka i Tomasa Grel’sa,Middle Russian,Church Slavonic,17th,1601,1700,1650,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-test.conllu
210_Dokončanie_velikogo_knjazja_Vasilija_Vasileviča_s_velikim_knjazem_rjazanskim_Ivanom_Fedorovičem_Gramota_v_kn_Vasilija_Vasileviča_v_kn_Ivanu_Fedoroviču_Duchovnye_i_dogovornye_gramoty_47.txt,"Dokončanie velikogo knjazja Vasilija Vasil’eviča s velikim knjazem rjazanskim Ivanom Fedorovičem. Gramota v. kn. Vasilija Vasil’eviča v. kn. Ivanu Fedoroviču // Duchovnye i dogovornye gramoty, № 47",Middle Russian,Church Slavonic,15th,1401,1500,1450,https://github.com/UniversalDependencies/UD_Old_East_Slavic-RNC/blob/master/orv_rnc-ud-test.conllu
