Filename,Original_Title,Language,Epoch,Area,Lines,Tokens
174_Blacho-bălgarski_gramoti.txt,Blacho-bălgarski gramoti,Middle Bulgarian,Church Slavonic,Bulgaria,1990,49615
175_Părvo_slovo_protiv_arianite.txt,Părvo slovo protiv arianite,Old Church Slavonic,Old Church Slavonic,Bulgaria,25,418
176_Charter_of_Prince_Jurij_Svjatoslavich_of_Smolensk.txt,"Charter of Prince Jurij Svjatoslavich of Smolensk on the alliance with Poland and Lithuania, 1386",Old Russian,Church Slavonic,,4,379
177_Žitie_prepodnogo_Aleksandra_Svirskogo.txt,Žitie prepodnogo Aleksandra Svirskogo,Middle Russian,Church Slavonic,"Novgorod, Russia",223,25960
178_Žitie_prepodobnogo_Antonija_Sijskogo.txt,Žitie prepodobnogo Antonija Sijskogo,Middle Russian,Church Slavonic,Russia,375,39363
179_Žitie_prepodobnogo_Grigorija_Pel_šemskogo.txt,Žitie prepodobnogo Grigorija Pel'šemskogo,Middle Russian,Church Slavonic,Russia,83,9000
180_Žitie_Dimitrija_Priluckogo.txt,Žitie Dimitrija Priluckogo,Middle Russian,Church Slavonic,"Vologda, Russia",59,6067
181_Žitie_prepodobnogo_Dionisija_Glušickogo.txt,Žitie prepodobnogo Dionisija Glušickogo,Middle Russian,Church Slavonic,"Vologda, Russia",111,12346
182_Žitie_prepodobnogo_Dionisija_Glušickogo_pochvala.txt,Žitie prepodobnogo Dionisija Glušickogo (pochvala),Middle Russian,Church Slavonic,"Vologda, Russia",15,1577
183_Žitie_prepodobnogo_Kirilla_Novoezerskogo.txt,Žitie prepodobnogo Kirilla Novoezerskogo,Middle Russian,Church Slavonic,"Vologda, Russia",99,10432
184_Žitie_prepodobnogo_Kornilija_Komel_skogo.txt,Žitie prepodobnogo Kornilija Komel'skogo,Middle Russian,Church Slavonic,"Vologda, Russia",118,12264
185_Žitie_prepodobnogo_Kornilija_Komel_skogo_Pochvala.txt,Žitie prepodobnogo Kornilija Komel'skogo (Pochvala),Middle Russian,Church Slavonic,"Vologda, Russia",38,3966
186_Žitie_prepodobnogo_Pavla_Obnorskogo_žitie.txt,Žitie prepodobnogo Pavla Obnorskogo (žitie),Middle Russian,Church Slavonic,Russia,92,9605
187_Žitie_prepodobnogo_Pavla_Obnorskogo_chudesa.txt,Žitie prepodobnogo Pavla Obnorskogo (chudesa),Middle Russian,Church Slavonic,"Vologda, Russia",83,8624
188_Žitie_prepodobnogo_Sergija_Nuromskogo.txt,Žitie prepodobnogo Sergija Nuromskogo,Middle Russian,Church Slavonic,"Vologda, Russia",144,15033
189_Gramota_Novgoroda_Ljubeku_s_trebovaniem_vozvrata_t.txt,"Gramota Novgoroda Ljubeku s trebovaniem vozvrata tovarov, nagrablennych morskimi razbojnikami u novgorodcev. Gramoty Velikogo Novgoroda i Pskova",Middle Russian,Church Slavonic,Novgorod,11,194
190_Dogovornaja_gramota_Velikogo_Novgoroda_i_Pskova_s.txt,Dogovornaja gramota Velikogo Novgoroda i Pskova s episkopom Jur’evskim o peremirii na 30 let. Gramoty Velikogo Novgoroda i Pskova,Middle Russian,Church Slavonic,Russia,49,1454
191_Otkupnaja_gramota_Jakima_Gureeva_i_Matveja_Petrova.txt,Otkupnaja gramota Jakima Gureeva i Matveja Petrova u namestnika Grigorija Vasil’eviča na sud v Obonež’e. Gramoty Velikogo Novgoroda i Pskova,Middle Russian,Church Slavonic,Russia,8,181
192_Gramota_velikogo_knjazja_Dmitrija_Ivanoviča_Andrej.txt,Gramota velikogo knjazja Dmitrija Ivanoviča Andreju Frjazinu o požalovanii ego Pečeroju v kormlenie. Gramoty Velikogo Novgoroda i Pskova,Middle Russian,Church Slavonic,Russia,3,92
193_Kupčaja_popa_Petra_u_Trofima_Haritona_i_Dementija.txt,"Kupčaja popa Petra u Trofima, Haritona i Dementija na navolok na reke Ljavle. Gramoty Velikogo Novgoroda i Pskova",Middle Russian,Church Slavonic,Russia,6,90
194_Kupčaja_novgorodskogo_posadnika_Dmitrija_Vasil_evi.txt,"Kupčaja novgorodskogo posadnika Dmitrija Vasil’eviča u Hovry Vasil’evoj dočeri Tojvutovoj na učastki v rekah Vyge, Shue, Kemi i na Kil’boostrove. Gramoty Velikogo Novgoroda i Pskova ",Middle Russian,Church Slavonic,Russia,6,205
195_Obodnaja_meževaja_zemljam_velikogo_knjazja_i_monas.txt,"Obodnaja meževaja zemljam velikogo knjazja i monastyrej Jur’eva, Vjažickogo, Paleostrovskogo i Muromskogo v pogostach Shal’skom i Nikol’skom Pudožskom i v volostkach tech že pogostov. Gramoty Velikogo Novgoroda i Pskova",Middle Russian,Church Slavonic,Russia,37,1156
196_Žalovannaja_gramota_vvoznaja_i_nesudimaja_p_Filare.txt,"Žalovannaja gramota, vvoznaja i nesudimaja, p. Filareta K. A. i O. A. Surminym na pomest’e ich otca v sc. Bunkove s derevnjami i pustošami, v Sotskoj vol., Kostromskogo u. // Akty feodal’nogo zemlevladenija i chozjajstva",Middle Russian,Church Slavonic,Russia,19,537
197_Carskaja_gramota_kungurskomu_voevode_Fedoru_Suchot.txt,Carskaja gramota kungurskomu voevode Fedoru Suchotinu ob okazanii sodejstvija gostinoj sotne Alekseju Ušakovu v sbore tamožennyh i kabackich pošlin. Kungurskie akty XVII veka,Middle Russian,Church Slavonic,"Kungur, Russia",20,739
198_Otpiski_v_Moskvu_kungurskogo_voevody_Alekseja_Kali.txt,Otpiski v Moskvu kungurskogo voevody Alekseja Kalitina. Kungurskie akty XVII veka,Middle Russian,Church Slavonic,"Kungur, Russia",266,7755
199_I_F_Strešnev_V_V_Golicynu_Moskovskaja_delovaja_i_b.txt,I. F. Strešnev V. V. Golicynu. Moskovskaja delovaja i bytovaja pis’mennost’ XVII veka,Middle Russian,Church Slavonic,"Moscow, Russia",10,144
200_I_F_Strešnev_V_V_Golicynu_Moskovskaja_delovaja_i_b.txt,I. F. Strešnev V. V. Golicynu. Moskovskaja delovaja i bytovaja pis’mennost’ XVII veka,Middle Russian,Church Slavonic,"Moscow, Russia",8,122
201_T_I_Golicyna_V_V_Golicynu_Moskovskaja_delovaja_i_b.txt,T. I. Golicyna V. V. Golicynu. Moskovskaja delovaja i bytovaja pis’mennost’ XVII veka,Middle Russian,Church Slavonic,"Moscow, Russia",13,282
202_T_I_Golicyna_V_V_Golicynu_Moskovskaja_delovaja_i_b.txt,T. I. Golicyna V. V. Golicynu. Moskovskaja delovaja i bytovaja pis’mennost’ XVII veka,Middle Russian,Church Slavonic,"Moscow, Russia",7,156
203_Čelobit_e_L_va_Andreeva_Mikulina_ob_otpuskе_ego_v.txt,"Čelobit’e L’va Andreeva Mikulina ob otpuskе ego v derevnju «dlja sbora so služboj». Akty Moskovskogo gosudarstva, izdannye imp. Akademiej nauk",Middle Russian,Church Slavonic,"Moscow, Russia",10,235
204_Simeon_Polockij_Komidija_pritči_o_bludnem_syne_Rus.txt,Simeon Polockij. Komidija pritči o bludnem syne. Russkaja dramaturgija poslednej četverti XVII i načala XVIII v. ,Middle Russian,Church Slavonic,Russia,3779,81079
205_Stepennaja_kniga_Kniga_Stepennaja_carskogo_rodoslo.txt,Stepennaja kniga («Kniga Stepennaja carskogo rodoslovija»). 2-ja stepen’ [Jaroslav Vladimirovič Mudryj] // PSRL. T. 21,Middle Russian,Church Slavonic,Russia,88,1755
206_Kupčaja_popa_Petra_u_Trofima_Kharitona_i_Dementija.txt,"Kupčaja popa Petra u Trofima, Kharitona i Dementija na navolok na reke Ljavle // Gramoty Velikogo Novgoroda i Pskov",Middle Russian,Church Slavonic,Russia,6,112
207_Carskaja_gramota_kungurskomu_voevode_Alekseju_Kali.txt,"Carskaja gramota kungurskomu voevode Alekseju Kalitinu o predostavlenii zemskim starostam i celoval’nikam sbora streleckich, obročnych i drugich deneg i o nevmešatel’stve v rasporjaženija po označennym sboram voevod",Middle Russian,Church Slavonic,Russia,72,3327
208_Carskaja_gramota_kungurskomu_voevode_Alekseju_Kali.txt,"Carskaja gramota kungurskomu voevode Alekseju Kalitinu o predostavlenii zemskim starostam i celoval’nikam sbora streleckich, obročnych i drugich deneg i o nevmešatel’stve v rasporjaženija po označennym sboram voevod",Middle Russian,Church Slavonic,Russia,519,12252
209_Delo_o_duėli_v_Moskve_seržantov_Petra_Fal_ka_i_Tom.txt,Delo o duėli v Moskve seržantov Petra Fal’ka i Tomasa Grel’sa,Middle Russian,Church Slavonic,Russia,519,12252
210_Dokončanie_velikogo_knjazja_Vasilija_Vasil_eviča_s.txt,"Dokončanie velikogo knjazja Vasilija Vasil’eviča s velikim knjazem rjazanskim Ivanom Fedorovičem. Gramota v. kn. Vasilija Vasil’eviča v. kn. Ivanu Fedoroviču // Duchovnye i dogovornye gramoty, № 47",Middle Russian,Church Slavonic,Russia,95,2288
211_L_Aničkov_V_T_Vyndomskomu_Gramotki.txt,L. Aničkov V.T. Vyndomskomu // Gramotki,Middle Russian,Church Slavonic,Russia,80,1184
212_Челобитная_посадских_людей_Вязьмы_об_обложении_их.txt,Челобитная посадских людей Вязьмы об обложении их посильным сошным окладом по дозору писцов С. И. Воейкова и Д. Прокофьева,Middle Russian,Church Slavonic,Russia,39,1258
213_Ivan_Groznyj_Poslanie_pol_skomu_korolju_Stefanu_Ba.txt,Ivan Groznyj. Poslanie pol’skomu korolju Stefanu Batoriju 1579 goda // Biblioteka literatury Drevnej Rusi,Middle Russian,Church Slavonic,Russia,52,1416
214_Novgorodskaja_povest_o_pochode_Ivana_III_Vasil_evi.txt,Novgorodskaja povest’ o pochode Ivana III Vasil’eviča na Novgorod // Biblioteka literatury Drevnej Rusi,Middle Russian,Church Slavonic,Russia,49,981
215_Nakaz_Afanasiju_Filippoviču_Paškovu_na_voevodstvo.txt,Nakaz Afanasiju Filippoviču Paškovu na voevodstvo v Daurskoj zemle,Middle Russian,Church Slavonic,Russia,48,1377
216_Dogovornye_gramoty_Novgoroda_s_tverskim_velikim_kn.txt,Dogovornye gramoty Novgoroda s tverskim velikim knjazem Michailom Jaroslavičem. Gramota tverskaja // Gramoty Velikogo Novgoroda i Pskova,Middle Russian,Church Slavonic,Russia,60,854
217_Poslanie_mitropolita_Simona_velikoknjažeskomu_name.txt,"Poslanie mitropolita Simona velikoknjažeskomu namestniku Velikoj Permi knjazju Matveju Michajloviču, vsem mirjanam i duchovenstvu Velikoj Permi s predpisaniem strogo sobljudatʹ christianskuju obrjadnostʹ, ne poklonjatʹsja jazyčeskomu idolu Vojpelju i prekratitʹ zaključenie brakov po tatarskomu obyčaju levirata // Archiv feodalʹnych zemelʹ XIV–XVI vv.",Middle Russian,Church Slavonic,Russia,29,904
218_A_Dement_ev_Otpiska_prikazčika_s_Pavlovskogo_Zveni.txt,A. Dement’ev. Otpiska prikazčika s. Pavlovskogo (Zvenigorod. u.) A. Dement’eva B. I. Morozovu o pobege krest’jan der. Piskova M. Titova i A. Vasil’eva i ob otkaze slug echat’ za nimi v pogonju // Akty chozjajstva B. I. Morozova,Middle Russian,Church Slavonic,Russia,13,195
219_I_Perfil_ev_Čelobitnye_krest_jan_s_Gorodnja_Tver_u.txt,"I. Perfil′ev. Čelobitnye krest′jan s. Gorodnja (Tver. u.) I. Perfil′eva s tov. o dače im na obrok 8 des. zemli, rasčiščennoj I. Brylkinym, i o razrešenii im rasčistit′ les otdel′no ot mira // Akty chozjajstva B. I. Morozova",Middle Russian,Church Slavonic,Russia,10,171
220_Pamjat_B_I_Morozova_I_Rachmangulu_o_vysylke_v_Mosk.txt,Pamjat′ B. I. Morozova I. Rachmangulu o vysylke v Moskvu lošadej iz s. Pavlovskogo (Zvenigorod. u.) // Akty chozjajstva B. I. Morozova,Middle Russian,Church Slavonic,Russia,7,110
221_Otpiska_M_Andreeva_iz_s_Kotel_nikov_Moskov_u_mosko.txt,Otpiska M. Andreeva iz s. Kotel′nikov (Moskov. u.) moskovskomu prikazčiku S. N. Kiselevu o trudnostjach rasčistki lesa v bolotach bliz pus. Kazarinova,Middle Russian,Church Slavonic,Russia,14,255
222_Otpiska_prikazčika_s_Lotošina_Tver_u_I_Brylkina_mo.txt,Otpiska prikazčika s. Lotošina (Tver. u.) I. Brylkina moskovskomu prikazčiku S. N. Kiselevu s zaprosom o meste dlja vypasa lošadej // Akty chozjajstva B. I. Morozova,Middle Russian,Church Slavonic,Russia,24,315
223_Otpiska_prikazčika_s_Pavlovskogo_Zvenigorod_u_A_De.txt,Otpiska prikazčika s. Pavlovskogo (Zvenigorod. u.) A. Dement′eva B. I. Morozovu o posylke v Moskvu krest′janina Okul′ki Dement′eva s čelobitnoj o prieme ego v votčinu // Akty chozjajstva B. I. Morozova,Middle Russian,Church Slavonic,Russia,6,119
224_Otpiska_prikazčika_s_Pavlovskogo_Zvenigorod_u_A_De.txt,Otpiska prikazčika s. Pavlovskogo (Zvenigorod. u.) A. Dement′eva B. I. Morozovu o posadke i privivke plodovych derev′ev v s. Pavlovskom i v Onufrieve monastyre // Акты хозяйства Б. И. Морозова,Middle Russian,Church Slavonic,Russia,27,412
225_Otpiska_prikazčika_s_Pavlovskogo_Zvenigorod_u_A_De.txt,"Otpiska prikazčika s. Pavlovskogo (Zvenigorod. u.) A. Dement′eva B. I. Morozovu s zaprosom po povodu perenjatogo plota vdovy T. Naščokinoj, razrušivšego most // Akty chozjajstva B. I. Morozova",Middle Russian,Church Slavonic,Russia,23,376
226_Pamjat_B_I_Morozova_prikazčiku_s_Edimonova_Tver_u.txt,Pamjat′ B. I. Morozova prikazčiku s. Edimonova (Tver. u.) S. Gol′covu o vydače skudnym krest′janam chleba na semena po ich čelobit′ju // Akty chozjajstva B. I. Morozova,Middle Russian,Church Slavonic,Russia,5,77
227_Otpiska_prikazčika_s_Pavlovskogo_Zvenigorod_u_V_Gn.txt,Otpiska prikazčika s. Pavlovskogo (Zvenigorod. u.) V. Gnezdova i K. Nagaeva B. I. Morozovu s doneseniem o chode rasčiški lesa v Pluškine i s zaprosom o meste dal′nejšich rabot // Akty chozjajstva B. I. Morozova,Middle Russian,Church Slavonic,Russia,10,141
228_Pamjat_B_I_Morozova_prikazčiku_s_Kotel_nikov_Mosko.txt,Pamjat′ B. I. Morozova prikazčiku s. Kotel′nikov (Moskov. u.) V. Gnezdovu o vydače K. Nagaevu po ego trebovaniju ovsa // Akty chozjajstva B. I. Morozova,Middle Russian,Church Slavonic,Russia,2,30
229_Gramota_B_I_Morozova_prikazčiku_s_Gorodnja_Tver_u.txt,"Gramota B. I. Morozova prikazčiku s. Gorodnja (Tver. u.) S. Gol′covu o zaseve rasčiščennoj I. Brylkinym zemli, ob otvode 3 des. zemli novomu krest′janinu K. Stefanovu, ob uchode za lošad′mi i pr // Akty chozjajstva B. I. Morozova",Middle Russian,Church Slavonic,Russia,12,195
230_Pamjat_B_I_Morozova_prikazčiku_s_Kotel_nikov_Mosko.txt,Pamjat′ B. I. Morozova prikazčiku s. Kotel′nikov (Moskov. u.) V. Gnezdovu s ukazanijami po rasčistke lesa u pus. Kazarinovoj i Glinkovoj // Akty chozjajstva B. I. Morozova,Middle Russian,Church Slavonic,Russia,6,60
231_Otpiska_prikazčika_s_Pavlovskogo_Zvenigorod_u_A_De.txt,"Otpiska prikazčika s. Pavlovskogo (Zvenigorod. u.) A. Dement′eva B. I. Morozovu o polučenii ryby, prislannoj iz Moskvy s L. Afanas′evym // Akty chozjajstva B. I. Morozova",Middle Russian,Church Slavonic,Russia,27,274
232_Gramota_B_I_Morozova_prikazčiku_s_Gorodnja_Tver_u.txt,"Gramota B. I. Morozova prikazčiku s. Gorodnja (Tver. u.) S. Gol′covu s otkazom na čelobit′e krest′jan, I. Perfil′eva s tov., i s rasporjaženiem o zaseve bojarskimi semenami zemli, rasčiščennoj I. Brylkinym, i ob otvode lesa dlja rasčištki vsem krest′janam s. Gorodnja // Akty chozjajstva B. I. Morozova",Middle Russian,Church Slavonic,Russia,10,268
233_Otpiska_prikazčika_s_Kotel_nikov_Moskov_u_V_Gnezdo.txt,Otpiska prikazčika s. Kotel′nikov (Moskov. u.) V. Gnezdova B. I. Morozovu o chode posadki i privivki plodovych derev′ev // Akty chozjajstva B. I. Morozova,Middle Russian,Church Slavonic,Russia,10,180
234_Otpiska_prikazčika_s_Pavlovskogo_Zvenigorod_u_A_De.txt,Otpiska prikazčika s. Pavlovskogo (Zvenigorod. u.) A. Dement′eva B. I. Morozovu o perevode v konjuchi trubačej S. Luk′janova i Ja. Maršalka // Akty chozjajstva B. I. Morozova,Middle Russian,Church Slavonic,Russia,10,210
235_Otpiski_1_prikazčika_s_Pavlovskogo_Zvenigorod_u_A.txt,Otpiski 1) prikazčika s. Pavlovskogo (Zvenigorod. u.) A. Dement′eva B. I. Morozovu i 2) Petra Dmitrieva moskovskomu prikazčiku S. N. Kiselevu — o dostavke v Pavlovskoe živych leščej i sostojanii ich // Akty chozjajstva B. I. Morozova,Middle Russian,Church Slavonic,Russia,11,190
236_A_Dement_ev_Dve_otpiski_prikazčika_s_Pavlovskogo_Z.txt,"A. Dement′ev. Dve otpiski prikazčika s. Pavlovskogo (Zvenigorod. u.) A. Dement′eva v Moskvu B. I. Morozovu i prikazčiku S. N. Kiselevu o pribytii delovych ljudej, o chode rabot po rasčiške lesa, ob ozorstve i neposlušanii delovych ljudej // Akty chozjajstva B. I. Morozova",Middle Russian,Church Slavonic,Russia,30,444
237_Ochotničij_zagovor_Russkie_zagovory.txt,Ochotničij zagovor // Russkie zagovory,Middle Russian,Church Slavonic,Russia,10,454
238_Zagovor_ot_gryži_Russkie_zagovory.txt,Zagovor ot gryži // Russkie zagovory,Middle Russian,Church Slavonic,Russia,7,114
239_Vvoznaja_gramota_ot_imeni_voevod_bojar_kn_Dmitrija.txt,"Vvoznaja gramota (ot imeni voevod bojar kn. Dmitrija Timofeeviča Trubeckogo i Ivana Martinoviča Zaruckogo) Sjujuš mirze Isupoviču na pomest′e ego otca i brat′ev ss. Bogorodickoe, Nikolskoe, Pongilo i dr. v Romanovskom u. s usloviem soderžanija služilych tatar // M. V. Moiseev. K istorii zemlevladenija roda Jusupovych v načale XVII veka",Middle Russian,Church Slavonic,Russia,16,537
240_Vojskovaja_otpiska_o_perechode_nekotorych_nagajski.txt,"Vojskovaja otpiska o perechode nekotorych nagajskich murz v cholopstvo gosudarja, o predstojaščem pochode turok i krymcev pod Azov vesnoju i o neobchodimosti ispravit′ ukreplenija v Azove (fragment 2) // Russkaja istoričeskaja biblioteka. T. XVIII. Donskie dela",Middle Russian,Church Slavonic,Russia,272,7042
241_Otpiska_prikazčika_s_Pavlovskogo_Zvenigorod_u_A_De.txt,Otpiska prikazčika s. Pavlovskogo (Zvenigorod. u.) A. Dement′eva B. I. Morozovu o priežde mastera rudnika Michaila i o ego rabote // Akty chozjajstva B. I. Morozova,Middle Russian,Church Slavonic,Russia,16,270
242_Official_grant_of_fishing_rights_from_Metropolitan.txt,Official grant of fishing rights from Metropolitan Simon to the Kuz'ma Monastery,Middle Russian,Church Slavonic,Russia,11,259
243_Sentence_without_trial_signed_by_the_grand_prince.txt,"Sentence without trial, signed by the grand prince’s diak Vasilij Kulešin",Middle Russian,Church Slavonic,Russia,8,295
244_Legal_protection_granted_by_Prince_Mikhail_Andreev.txt,Legal protection granted by Prince Mikhail Andreevich to the Metropolitan Monastery of the Great Resurrection,Middle Russian,Church Slavonic,Russia,5,170
245_Charter_of_grant_issued_by_Vasily_III_Ivanovich_fo.txt,Charter of grant issued by Vasily III Ivanovich for the Monastery of the Holy Resurrection at Belozersk in Cherepovets.,Middle Russian,Church Slavonic,Russia,7,200
246_Copy_of_the_charter_of_Tsar_Fyodor_I_Ivanovich_to.txt,Copy of the charter of Tsar Fyodor I Ivanovich to the Monastery of the Mother of God of Saint Joseph,Middle Russian,Church Slavonic,Russia,1065,26723
247_Magical-religious_prayer.txt,Magical-religious prayer,Middle Russian,Church Slavonic,Russia,17,359
248_Magical-religious_prayer_2.txt,Magical-religious prayer 2,Middle Russian,Church Slavonic,Russia,3,71
249_Magical-religious_prayer_3.txt,Magical-religious prayer 3,Middle Russian,Church Slavonic,Russia,2,67
250_Bezobrazov_1_017.txt,Bezobrazov_1_017,Middle Russian,Church Slavonic,Russia,21,428
251_Bezobrazov_1_018.txt,Bezobrazov_1_018,Middle Russian,Church Slavonic,Russia,21,373
252_Bezobrazov_1_019.txt,Bezobrazov_1_019,Middle Russian,Church Slavonic,Russia,36,516
253_Bezobrazov_1_020.txt,Bezobrazov_1_020,Middle Russian,Church Slavonic,Russia,21,263
254_Bezobrazov_1_021.txt,Bezobrazov_1_021,Middle Russian,Church Slavonic,Russia,29,451
255_Bezobrazov_1_022.txt,Bezobrazov_1_022,Middle Russian,Church Slavonic,Russia,13,169
256_Bezobrazov_1_023.txt,Bezobrazov_1_023,Middle Russian,Church Slavonic,Russia,34,979
257_Bezobrazov_1_024.txt,Bezobrazov_1_024,Middle Russian,Church Slavonic,Russia,5,59
258_Bezobrazov_1_025.txt,Bezobrazov_1_025,Middle Russian,Church Slavonic,Russia,8,109
259_Bezobrazov_1_026.txt,Bezobrazov_1_026,Middle Russian,Church Slavonic,Russia,5,69
260_Bezobrazov_1_027.txt,Bezobrazov_1_027,Middle Russian,Church Slavonic,Russia,3,33
261_Bezobrazov_1_028.txt,Bezobrazov_1_028,Middle Russian,Church Slavonic,Russia,8,171
262_Bezobrazov_1_029.txt,Bezobrazov_1_029,Middle Russian,Church Slavonic,Russia,7,80
263_Bezobrazov_1_030.txt,Bezobrazov_1_030,Middle Russian,Church Slavonic,Russia,3,75
264_Bezobrazov_1_031.txt,Bezobrazov_1_031,Middle Russian,Church Slavonic,Russia,15,313
265_Bezobrazov_1_032.txt,Bezobrazov_1_032,Middle Russian,Church Slavonic,Russia,7,107
266_Bezobrazov_1_033.txt,Bezobrazov_1_033,Middle Russian,Church Slavonic,Russia,8,111
267_Bezobrazov_1_034.txt,Bezobrazov_1_034,Middle Russian,Church Slavonic,Russia,65,923
268_Bezobrazov_1_035.txt,Bezobrazov_1_035,Middle Russian,Church Slavonic,Russia,5,98
269_Bezobrazov_1_036.txt,Bezobrazov_1_036,Middle Russian,Church Slavonic,Russia,15,237
270_Bezobrazov_1_037.txt,Bezobrazov_1_037,Middle Russian,Church Slavonic,Russia,12,111
271_Bezobrazov_1_038.txt,Bezobrazov_1_038,Middle Russian,Church Slavonic,Russia,2,70
272_Bezobrazov_1_039.txt,Bezobrazov_1_039,Middle Russian,Church Slavonic,Russia,2,56
273_Bezobrazov_1_040.txt,Bezobrazov_1_040,Middle Russian,Church Slavonic,Russia,5,42
274_Bezobrazov_1_041.txt,Bezobrazov_1_041,Middle Russian,Church Slavonic,Russia,4,69
275_Bezobrazov_1_042.txt,Bezobrazov_1_042,Middle Russian,Church Slavonic,Russia,5,88
276_Bezobrazov_1_043.txt,Bezobrazov_1_043,Middle Russian,Church Slavonic,Russia,5,140
277_Bezobrazov_1_044.txt,Bezobrazov_1_044,Middle Russian,Church Slavonic,Russia,9,119
278_Bezobrazov_1_045.txt,Bezobrazov_1_045,Middle Russian,Church Slavonic,Russia,26,438
279_Bezobrazov_1_046.txt,Bezobrazov_1_046,Middle Russian,Church Slavonic,Russia,177,2819
280_Bezobrazov_1_001.txt,Bezobrazov_1_001,Middle Russian,Church Slavonic,Russia,2,55
281_Bezobrazov_1_002.txt,Bezobrazov_1_002,Middle Russian,Church Slavonic,Russia,6,46
282_Bezobrazov_1_003.txt,Bezobrazov_1_003,Middle Russian,Church Slavonic,Russia,46,613
283_Bezobrazov_1_004.txt,Bezobrazov_1_004,Middle Russian,Church Slavonic,Russia,6,86
284_Bezobrazov_1_005.txt,Bezobrazov_1_005,Middle Russian,Church Slavonic,Russia,10,164
285_Bezobrazov_1_006.txt,Bezobrazov_1_006,Middle Russian,Church Slavonic,Russia,19,324
286_Bezobrazov_1_007.txt,Bezobrazov_1_007,Middle Russian,Church Slavonic,Russia,14,199
287_Bezobrazov_1_009.txt,Bezobrazov_1_009,Middle Russian,Church Slavonic,Russia,5,65
288_Bezobrazov_1_010.txt,Bezobrazov_1_010,Middle Russian,Church Slavonic,Russia,5,60
289_Bezobrazov_1_011.txt,Bezobrazov_1_011,Middle Russian,Church Slavonic,Russia,10,135
290_Bezobrazov_1_012.txt,Bezobrazov_1_012,Middle Russian,Church Slavonic,Russia,5,121
291_Bezobrazov_1_013.txt,Bezobrazov_1_013,Middle Russian,Church Slavonic,Russia,10,150
292_Bezobrazov_1_014.txt,Bezobrazov_1_014,Middle Russian,Church Slavonic,Russia,18,176
293_Bezobrazov_1_015.txt,Bezobrazov_1_015,Middle Russian,Church Slavonic,Russia,2,54
294_Bezobrazov_1_016.txt,Bezobrazov_1_016,Middle Russian,Church Slavonic,Russia,6,75
295_Polotsk_letters_135.txt,Polotsk letters 135,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,23,379
296_Polotsk_letters_138.txt,Polotsk letters 138,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,115
297_Polotsk_letters_139.txt,Polotsk letters 139,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,5,76
298_Polotsk_letters_140.txt,Polotsk letters 140,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,5,103
299_Polotsk_letters_141.txt,Polotsk letters 141,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,166
300_Polotsk_letters_143.txt,Polotsk letters 143,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,153
301_Polotsk_letters_144.txt,Polotsk letters 144,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,183
302_Polotsk_letters_145.txt,Polotsk letters 145,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,4,93
303_Polotsk_letters_146.txt,Polotsk letters 146,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,11,317
304_Polotsk_letters_147.txt,Polotsk letters 147,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,5,123
305_Polotsk_letters_148.txt,Polotsk letters 148,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,8,158
306_Polotsk_letters_149.txt,Polotsk letters 149,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,10,142
307_Polotsk_letters_155.txt,Polotsk letters 155,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,7,199
308_Polotsk_letters_156.txt,Polotsk letters 156,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,13,207
309_Polotsk_letters_158.txt,Polotsk letters 158,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,18,379
310_Polotsk_letters_159.txt,Polotsk letters 159,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,5,90
311_Polotsk_letters_160.txt,Polotsk letters 160,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,140
312_Polotsk_letters_161.txt,Polotsk letters 161,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,16,500
313_Polotsk_letters_162.txt,Polotsk letters 162,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,153
314_Polotsk_letters_163.txt,Polotsk letters 163,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,13,339
315_Polotsk_letters_164.txt,Polotsk letters 164,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,191
316_Polotsk_letters_165.txt,Polotsk letters 165,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,5,100
317_Polotsk_letters_166.txt,Polotsk letters 166,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,12,286
318_Polotsk_letters_167.txt,Polotsk letters 167,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,6,164
319_Polotsk_letters_168.txt,Polotsk letters 168,Old East Slavic - bielorussian alphabet,Ruthenian,Belarus,9,193
