id,url,city_slug,title,city,date,content,original_text_raw,original_text_spaced,translation_ru,translation_en_1,translation_en_2,unique_id
209,https://gramoty.ru/birchbark/document/show/novgorod/209/,novgorod,Грамота №209,Новгород,1410‒1420 (с вероятным смещением назад),«Погородье» (ярлычок),пгрд,пгрд,‛погородье’,,,novgorod_209
210,https://gramoty.ru/birchbark/document/show/novgorod/210/,novgorod,Грамота №210,Новгород,1240‒1260,Грамота мальчика Онфима: фрагмент рисунка с подписью,Подпись к рисунку человека: (п)авле,Подпись к рисунку человека: (п)авле,,,,novgorod_210
211,https://gramoty.ru/birchbark/document/show/novgorod/211/,novgorod,Грамота №211,Новгород,1240‒1260,Документ о денежных отношениях в связи с покосами и пашнями,(…) населовоѥгиѥховдалоѥсомо:е:гривеновхого соцклосѧиѿмежедахосаратипого стꙋ:в:гривнивозѧтибꙑло… (…),(…) на село во ѥгиѥхо вдало ѥсомо :е: гривено вхого соцклосѧ и ѿ меже дахо сарати пого‐ стꙋ :в: гривни возѧти бꙑло … (…),"‛… [такие-то суммы] я дал на село (именуемое) в Ёгьях — в общей сложности насчиталось пять гривен, и дал запахать [участок] от межи. Погосту надлежало взять две гривны …’ {(или:} ‛и дал погосту запахать [участок] от межи. Две гривны надлежало взять …’",,,novgorod_211
213,https://gramoty.ru/birchbark/document/show/novgorod/213/,novgorod,Грамота №213,Новгород,1240‒1260 (с вероятным смещением вперёд),Память на Радослава (т. е. о его обязательствах) по поводу Местятки,проместѧткꙋпамѧтьнарадославакакоѿ казалобꙑлонаместѧтке·з҃·гривенопро женьнютатбꙋбꙋдистосꙋднеѥкꙋнеасамо пощипаловꙑномосꙋдезатоцетвертоиже ребеи,про местѧткꙋ памѧть на радослава како ѿ‐ казало бꙑло на местѧтке ·з҃· гривено про женьню татбꙋ бꙋди с то сꙋднеѥ кꙋне а само пощипало в ꙑномо сꙋде за то цетвертои же‐ ребеи,"‛Память на Радослава ({т. е.} памятная записка о его обязательствах) по поводу Местятки — о том, что он (Радослав) завещал {(не указано, кому)} получить с Местятки 7 гривен за кражу у жены ({очевидно,} Радослава), если станут в такую сумму судные деньги, а сам он получил в другом суде [свою] четвертую часть’.",,,novgorod_213
215,https://gramoty.ru/birchbark/document/show/novgorod/215/,novgorod,Грамота №215,Новгород,1240‒1260 (с вероятным смещением вперёд),Долговой список,… лнаѧжепо:ӏ:резононамо¦ꙋмаркаꙋполовни ика:г:гривнепо:ӏ:резаноиполотедарꙋипоцте ꙋдома(с)[л]ава:в:гривнеꙋпоповицѧпо:ӏ:резано (…),…‐ лнаѧ же по :ӏ: резоно намо ¦ ꙋ марка ꙋ половни‐ ика :г: гривне по :ӏ: резано и полоте дарꙋ и поцте ꙋ дома(с)[л]ава :в: гривне ꙋ поповицѧ по :ӏ: резано (…),"‛… процент по 10 резан. У Марка-испольщика три гривны, [процент] по 10 резан, и полоть дара и почестья. У Домаслава-поповича две гривны, [процент] по 10 резан’.",,,novgorod_215
218,https://gramoty.ru/birchbark/document/show/novgorod/218/,novgorod,Грамота №218,Новгород,1240‒1260 (с вероятным смещением вперёд),Долговой список,+ꙋѡси[па·в҃]·гривне·натꙋскепо·ӏ҃·иполотьпоцтꙑ⁞ꙋвоилꙑ ·ꙅ҃·гривенъ·по·[е҃]·белоиполотьпочтꙑичетверетьпшенице·а лоньскꙑхонамонедоплатило·и҃·ногато⁞ꙋманꙋилеꙋкꙋма полоцетве[р](ти)---------ѿжюпанкаперешло посемниценамекромепоцте⁞ꙋнекрасагривна ꙋ[д]ми[т](ра)… (…),+ ꙋ ѡси[па ·в҃] · гривне · на тꙋске по ·ӏ҃· и полоть поцтꙑ ⁞ ꙋ воилꙑ ·ꙅ҃· гривенъ · по ·[е҃]· бело и полоть почтꙑ и четвереть пшенице · а лоньскꙑхо намо недоплатило ·и҃· ногато ⁞ ꙋ манꙋиле ꙋ кꙋма поло цетве[р](ти) - - - - - - - - - ѿ жюпанка перешло по семнице наме кроме поцте ⁞ ꙋ некраса гривна ꙋ [д]ми[т](ра) … (…),"‛У Осипа туски две гривны, [процент] по 10 ({вероятно,} резан), и полоть почестья. У Воилы 6 гривен, [процент] по 5 бел, полоть почестья и четверть пшеницы; а прошлогодних процентов он недоплатил 8 ногат. У кума Мануйлы полчетверти … ({вероятно,} пшеницы) от Жупанка перешло, процент по семнице, не считая почестья. У Некраса гривна. У Дмитра …’",,,novgorod_218
219,https://gramoty.ru/birchbark/document/show/novgorod/219/,novgorod,Грамота №219,Новгород,1200‒1220,Долговой список,оуиванавъземльдевѧтьгривеньвъзмиполъчвьтвьртьгривьииовесапѧтьнадесѧ дежекъовьсаоубоуѧкъвабратадовигривенепѧтъкнъ⁞оуданешиницизатригривеневъзи митьверьшьюнанизъсѧсиоуѧръшъвицнадоувоубьрькъвьскоудовегривене идесѧтькнъоутоушоуевивигривенанасълиидовиногаиначьрьвьѧхъсьм,оу ивана въ земль девѧть гривень възми полъ ч{в}ьтвьрть гривьии овеса пѧть на десѧ дежекъ овьса оу боуѧкъва брата дови гривене пѧтъ кнъ ⁞ оу данешиници за три гривене възи‐ мить верьшью на низъ сѧси оу ѧръшъвиц на доувоу бьрькъвьскоу дове гривене и десѧть кнъ оу тоушоуевиви гривена на съли и дови ногаи на чьрьвьѧхъ сьм,"‛У Ивана за землю девять гривен; возьми три с половиной гривны [и] пятнадцать кадей овса. У Буякова брата две гривны [и] пять кун. У Даньшиничей за три гривны возьмите зерном. В низовье Сяси у Ярошевича ({или:} Ярошевичей) за два берковца ({по-видимому,} соли) две гривны и десять кун. У Тушуевичей (?) гривна за соль и две ногаты за рыбьи внутренности …’","Ivan owes for the land 9 grivnas; take [from him] 3½ grivnas [and] 15 dezha of rye. Buiak’s brother owes 2 grivnas [and] 5 kunas. From Dan’shinich’s take for 3 grivnas a versha. On the lower Sias’ (river), from Iaroshevich (or: Iaroshevich’s) for 2 birkovets [take] 2 grivnas and 10 kunas. From Tushueviche’s (?) [take a] grivna for the salt and 2 nogatas for the (unprocessed) fish ... (or: From Tushueviche’s (?) for the salt [take a] grivna and 2 nogatas, for the (unprocessed) fish [take a] semnitsa ...",,novgorod_219
220,https://gramoty.ru/birchbark/document/show/novgorod/220/,novgorod,Грамота №220,Новгород,1240‒1260 (с вероятным смещением вперёд),Долговой список,ꙋпопанацерменце·в҃·горошкама сла·:·аꙋнездꙑлеꙋстаростеполоде жепшенице·аꙋкюрилегорохꙋцетве ртина·ꙋсвгтожепетраатꙋприказахо нездꙑлеже·аꙋманꙋилеполодежерожитꙋже,ꙋ попа на церменце ·в҃· горошка ма‐ сла ·:· а ꙋ нездꙑле ꙋ старосте поло де‐ же пшенице · а ꙋ кюриле горохꙋ цетве‐ ртина · ꙋ свгто же петра а тꙋ приказахо нездꙑле же · а ꙋ манꙋиле поло деже рожи тꙋ же,"‛У попа на Черменце (т. е. церкви святого Петра на озере Черменце) два горшка масла. У Несдылы, старосты (той же церкви), полдежи пшеницы. У Кюрилы четвертина гороху — тоже при церкви святого Петра; ее я поручил тому же Несдыле. У Мануйлы полдежи ржи там же’.","The priest (living near Lake) Chermentso owes 2 pots of butter. Nezdyla, the village elder (starasta), owes half a dezhà of wheat. Kirilla, from (the church of) St. Peter, owes a quarter (chetvertina) of pees. This was willed to Nezdyla. Manuel owes half a dezhà of of rye also (to Nezdyla).",,novgorod_220
221,https://gramoty.ru/birchbark/document/show/novgorod/221/,novgorod,Грамота №221,Новгород,1240‒1260,Фрагмент письма с распоряжениями,… [грн]еоуоливоринѧвоземи… серебрааонанеюпослис[е]моусо[прост]ан[епосли]…,… [грн]е оу оливоринѧ воземи … серебра а онанею посли с[е]моу со [прост]а н[е посли] …,,... take (some amount of) grivnas from Olivorii ... silver and send to Onanii. Do not send [it or them (?)] to him immediately ...,,novgorod_221
222,https://gramoty.ru/birchbark/document/show/novgorod/222/,novgorod,Грамота №222,Новгород,1200‒1220,Письмо к посаднику Гюргию Иванковичу — От Матея к Гюргию (о юридических и финансовых делах),·:·ѿматьѧкъгюргю:топьрьвоесмопришльтогад[ьлѧ]н[ьшль] оусрѧцютѧн[ь-----(-)сь(-)------ко]пьси·ожьлиправозапираютьс(ѧ) аѧдаюкнѧжюдьцьскамоугривноусьрьбра·едоуснимо·ожьмѧтать мопоставили·оужьтиньбьжѧликолобѧгьоутьбьжрьбье скотьполюдьмо·нитоутобьтощинывькшьодоное,·:· ѿ матьѧ къ гюргю : топьрьво есмо пришль тога д[ьлѧ] н[ь шль] оусрѧцю тѧ н[ь -----(-)сь(-)------ко] пьси · ожь ли право запираютьс(ѧ) а ѧ даю кнѧжю дьцьскамоу гривноу сьрьбра · едоу с нимо · ожь мѧ тать‐ мо поставили · оужь ти нь бьжѧли колобѧгь оу тьбь жрьбье скоть по людьмо · ни тоу тобь тощины вькшь одоное,"‛От Матея к Гюргию. Я только что приехал, поэтому не шел [к тебе]. Встречу тебя … [и отправлюсь (?)] на Песь. … Если же в самом деле они {(из-за лакуны неясно, кто)} запираются ({т. е.} не признаю́тся), то я даю княжескому детскому гривну серебра и еду с ним, потому что они поставили меня [своим запирательством] в положение вора. Колбяги [на самом деле] не бежали. В твоих руках распределение долей, деньги по людям ({т. е.} деньги, которые различные люди должны) — нет тут тебе убытка ни единой векши’.","From Matei to Giurgii. Now I have arrived. Here is the reason why I didn’t come [earlier]: I will meet you ... If it is really true that they (because of the brake in the text it unclear who) are not confessing, then I [will] give the prince’s court official (detskii) a silver grivna and will come with him; because [by not confessing], they have put me into a position of a thief. If the kolbiagi have not run away, you [still] have in your hands the zhereb’ia (people’s money (i.e., individual people’s debts) ─ there is no loss to you [from this] of even one veksha (lit. “not a penny”).",,novgorod_222
223,https://gramoty.ru/birchbark/document/show/novgorod/223/,novgorod,Грамота №223,Новгород,1200‒1220,Долговой список,Наибольший из фрагментов таков: …рька[хъ]ть⁞оуиванашесть… …ъсъскоули⁞оусъвъкъѧ… …(п)олъсъръцька⁞оуса… …саосьмьбьлъ⁞(…) …бьлъ ⁞ На другом фрагменте сохранилась одна целая запись: …ъоудьснивачьтъ[р]ибьли От остальных записей этого фрагмента и от всех записей еще одного фрагмента сохранились лишь ничтожные остатки: …рьльсев… оули… оули… …в[ъ]съд… …[гъ]цева⁞оусъ… оусам… …дьса…,Наибольший из фрагментов таков: …рька[хъ]ть ⁞ оу ивана шесть … …ъсъскоули ⁞ оу съвъкъѧ … … (п)олъ съръцька ⁞ оу са… …са осьмь бьлъ ⁞ (…) … бьлъ ⁞ На другом фрагменте сохранилась одна целая запись: …ъ оу дьснива чьтъ[р]и бьли От остальных записей этого фрагмента и от всех записей еще одного фрагмента сохранились лишь ничтожные остатки: …рьльсев… оу ли… оу ли… …в[ъ]съд… …[гъ]цева ⁞ оу съ… оу сам… …дьса…,,... [such-and-such owes] half a sorochok; [such-and-such owes] 8 squirrels (belas); [such-and-such owes some number of] squirrels (belas) / Ivan owes 6 [of some items]; Sovokoi (?) owes [some number of items] / Desniv owes 4 squirrels (belas); ...,,novgorod_223
224,https://gramoty.ru/birchbark/document/show/novgorod/224/,novgorod,Грамота №224,Новгород,1220‒1240,Фрагмент долгового списка,…[ѫ]олемова[з](ѧти)… …[ѫр](а)дом[и](р)адове:ѫстан[ѧте]…,… [ѫ] олемова [з](ѧти) … … [ѫ р](а)дом[и](р)а дове : ѫ стан[ѧте] …,,,,novgorod_224
225,https://gramoty.ru/birchbark/document/show/novgorod/225/,novgorod,Грамота №225,Новгород,1180‒1200,От Торчина к Гюргию (о беличьих шкурках),ѿтороцинакогю[р](егю) оумихалѧѿберан(апо) ловинабелеса-- дображемехеод(ине),ѿ тороцина ко гю[р](егю) оу михалѧ ѿберан(а по)‐ ловина беле са-- добра же мехе од(ине),"‛От Торчина к Гюргию. Михалем отобрана ({т. е.} отсортирована) половина беличьих шкурок, только (?) хорошие — один мешок ({другой вариант:} один мех, т. е. чистый мех)’.",From Torchin to Giurgii. Mikhal [has] sorted half of the squirrel pelts (belas) ─ only (?) the good ones ─ one sack (or: all fur).,,novgorod_225
226,https://gramoty.ru/birchbark/document/show/novgorod/226/,novgorod,Грамота №226,Новгород,1160‒1180,Письмо к Иванку и Мирошке (с упоминанием полюдья),(поклан)[ѧ]ниеко[и](в)анокоуикомирошь[к](еѿ)… (вꙑмоѧг)осподина:аиспꙑтал[ьт]иесьмок… ---(трир)[а]зꙑтиесьм[ь](ходил)-въполюдиесемом… … …апопаше,(поклан)[ѧ]ние ко [и](в)анокоу и ко мирошь[к](е ѿ) … (вꙑ моѧ г)осподина : а испꙑтал[ь т]и есьмо к… --- (три р)[а]зꙑ ти есьм[ь] (ходил)- въ полюдие семо м… … …а по паше,‛Поклон Иванку и Мирошке от … [Вы мои] господа. Вот я проверил … [Три] раза я [ходил] (или: мы [ходили]) в полюдье сюда …’ {Далее после большой лакуны сохранились только слова} ‛по Паше’.,(From someone) greetings to Ivanko and Miroshka. ... (you two) sires. I [have] checked ... ... (tribute) collections (poliud’e) here ...,,novgorod_226
227,https://gramoty.ru/birchbark/document/show/novgorod/227/,novgorod,Грамота №227,Новгород,1160‒1180,Письмо к матери (поручения и советы),(ѿ…покл)[а]нѧниекоматьриводаесемоу:в:гривьненемогижемиматокосогре (шити…ожели)оусебенебоудеаизаемошимогижеводатиѿтогатинамахоцеболого …[т]отизем[л]ѧвода[н]оти:ꙅ:гр[ив](ьнопо)лоуц[и](т)итисот(ог)ривьноодиномотимь (сте…содав)ꙑжеюсед[ети]арадоковаѧт--едаепрашѧе[о]-едьвьрит[ие]ѥбꙑлаземлѧпавьлова ……[м]оусозем(л)етихотѧцисѧне[ц]ьтисѧпеюциедоуцсоудовоземешедоброюженоюп[оро] ……(се)[д]ѧцицьстьенюципеюциедоуцисодавꙑжеюаторогориневьтамопоценешитиро (вати…кла)нѧютисѧасепакꙑшьдошивоземидесѧтьгривьноногатамиоуа ……аз[ок]ан[е]цетоес[о]- …,(ѿ … покл)[а]нѧние ко матьри водае семоу :в: гривьне не моги же ми матоко согре‐ (шити … оже ли) оу себе не боуде а и заемоши моги же водати ѿ тога ти нама хоце болого … [т]о ти зем[л]ѧ вода[н]о ти :ꙅ: гр[ив](ьно по)лоуц[и](т)и ти сот(о г)ривьно одиномо ти мь‐ (сте … со дав)ꙑжею сед[ети] а радоковаѧ т- -едае прашѧе [о]-е дьвьри т[и е]ѥ бꙑла землѧ павьлова … …[м]оу со зем(л)е ти хотѧци сѧ не [ц]ьтисѧ пеюци едоуц соудо воземеше доброю женою п[оро]‐ … … (се)[д]ѧци цьсть енюци пеюци едоуци со давꙑжею а торого риневь тамо поценеши тиро‐ (вати … кла)нѧю ти сѧ а се пакꙑ шьдоши воземи десѧть гривьно ногатами оу а‐ … …аз[ок]а н[е]цето ес[о]-‐ …,"‛[От такого-то] поклон матери. Выдай сему (т. е. подателю письма) две гривны. Не вздумай, матушка, [слукавить. Если] у себя не найдется, так даже занявши непременно выдай. От этого нам двоим ({менее вероятно:} от этих процентов) будет благо. [Такое-то место — это] тебе земля. Выдано тебе шесть гривен, [получить] тебе (предстоит) сто гривен. Вместе [тебе следует с Дав]ыдовой женой сидеть. А Радкова жена [тут садится (?)] — просит [этого], потому что это была земля ее деверя Павла. … хотя бы не считайся … получая прокорм ({букв.:} пья-едя) … получишь суд … уважаемой (знатной) женщиной … [сидя] с Давыдовой женой, получая почет и прокорм. А если бросим (?) мы двое торговлю, то ты там будешь жить (?) … и кланяюсь. А вот еще что: сходи возьми десять гривен ногатами у А…’","[From such-and-such] greetings to mother. Give him (i.e., the person who brought the birch-bark) 2 grivnas. Don’t think, mother, to [disregard to do so. If] you don’t have them, then, even if you have to borrow, give them to him anyway. From this, we two will receive profit (less likely: From this interest, [there] will be profit. [Someplace – this] land is for you. 6 grivnas are given out to you; you are [still] to [receive] 100 grivnas. [You still have to live] together [with Davydov’s wife]. Radko’s wife [will not give] (or: Radko’s wife knows this); she is asking that the land becomes Pavel’s, her trustee (or: she is asking whether this land might have been Pavel’s, her trustee). ... you nonetheless, (lit. wishing, i.e., disregarding your wishes) do not consider your self to be the “fed-one” (lit. one who drinks and eats) from this land. You will go to court [and begin to live like?] an honorable woman ... [living] with Davydov’s wife, receiving from her honor and sustenance (lit. drinking-eating). But, if we two cease (?) our trading, then you will continue on living there (?). ... And I also ask you, go and take 10 grivnas of nogatas from (such-and-such) ...",,novgorod_227
228,https://gramoty.ru/birchbark/document/show/novgorod/228/,novgorod,Грамота №228,Новгород,1160‒1180 (с вероятным смещением вперёд),Долговой список,оудаброжираполоуторе:оуѧръшековеедѧвѧте:оузавида [се]м[е]в[е]кош[е]ӏрезана:оуолисеѧрезана:оугорег[ѧдевѧте] (…),оу даброжира полоуторе : оу ѧръшековее дѧвѧте : оу завида [се]м[е] в[е]кош[е] ӏ резана : оу олисеѧ резана : оу горег[ѧ девѧте] (…),"‛У Доброжира (долгу) полторы {(денежная единица не указана)}, у Ярошковой жены девять, у Завида семь векш и резана, у Олисея резана, у Горгия девять’.",Dobrozhir owes 1½. Iaroshka’s wife owes 9. Zavid owes 7 vekshas and a rezana. Elisei owes a rezana. Gorega 9.,,novgorod_228
229,https://gramoty.ru/birchbark/document/show/novgorod/229/,novgorod,Грамота №229,Новгород,1280‒1300,Фрагмент неопределенного содержания,вонон,вонон,,,,novgorod_229
230,https://gramoty.ru/birchbark/document/show/novgorod/230/,novgorod,Грамота №230,Новгород,1200‒1220,Запись о долге Оявелги,оу[о]ѧвьлъгьпотр[ьтиѧ](съ) рицекаибила,оу [о]ѧвьлъгь по тр[ьтиѧ] (съ)‐ рицека и била,,[Such-and-such] owes 3 (or: 2½) sorochoks and a squirrel (bela)...,,novgorod_230
231,https://gramoty.ru/birchbark/document/show/novgorod/231/,novgorod,Грамота №231,Новгород,1180‒1200 (с вероятным смещением назад),От Твердилы к Данил… (денежные поручения),+ѡтвьрьдилъкъда[нил]-… льесьмъньжильпъпъвь дъвьгривьньвъдальзатаанꙑ ньв[ъд]аестьпан[оу] (…),+ѡ твьрьдилъ къ да[нил]- …‐ ль есьмъ ньжиль пъпъвь дъвь гривьнь въдаль за та а нꙑ‐ нь в[ъд]ае стьпан[оу] (…),"‛От Твердилы к Даниле. Я [узнал (?), что] Нежил, попов [сын], две гривны отдал тебе (в твои руки). Отдай же [их] теперь Степану’.","From Tverdila to Dan... I [found out (?), heard (?) that] Nezhil, the priest’s son, returned 2 grivnas to you (into your hands). And now return [them to] Stepan.",,novgorod_231
232,https://gramoty.ru/birchbark/document/show/novgorod/232/,novgorod,Грамота №232,Новгород,1140‒1160 (с вероятным смещением вперёд),Фрагмент письма,…(в)озьмиаѧзо[среб](р)-… …номоорат·и·ицѧстꙑ… …(по)[де]рнитиаожехоцет-… на обороте: …ца,… (в)озьми а ѧзо [среб](р)- … …номо орат·и · и цѧстꙑ… … (по)[де]рнити а оже хоцет- … на обороте: …ца,,,,novgorod_232
233,https://gramoty.ru/birchbark/document/show/novgorod/233/,novgorod,Грамота №233,Новгород,1180‒1200,От Домажира к Нажиру,ѿдомажиракънажирꙋижетоприветре (поид)[е]в[ъз]ьмиж[е]… (…),ѿ домажира къ нажирꙋ иже то при ветре (поид)[е] в[ъз]ьми ж[е]… (…),"‛От Домажира к Нажиру. Кто при ветре пойдет [на Ильмень?], тот пусть возьмет …’",,,novgorod_233
234,https://gramoty.ru/birchbark/document/show/novgorod/234/,novgorod,Грамота №234,Новгород,1140‒1160 (с вероятным смещением вперёд),Фрагмент долгового списка,(…) ѫлюта[·ӏ҃·]отъфолар-[ѿ]мерьтоваѫлют а,(…) ѫ люта [·ӏ҃·] отъ фолар- [ѿ] мерьтова ѫ лют‐ а,,,,novgorod_234
235,https://gramoty.ru/birchbark/document/show/novgorod/235/,novgorod,Грамота №235,Новгород,1160‒1180,От Судиши к Нажиру (жалоба на незаконную конфискацию имущества),+отъсꙋдише:кънажирꙋ:сежѧдъкепославъ:ѧбе тникадова:ипограбиламѧ:въбратнидолгь аѧ[неп]орꙋцене:жѧдкꙋ:авъзборониемоу отинеп[осл]енамѧопас[а]… едꙋв… (…),+ отъ сꙋдише : къ нажирꙋ : се жѧдъке пославъ : ѧбе‐ тника дова : и пограбила мѧ : въ братни долгь а ѧ [не п]орꙋцене : жѧдкꙋ : а възборони емоу оти не п[осл]е на мѧ опас[а] … едꙋ в… (…),"‛От Судиши к Нажиру. Вот Жадко послал двух судебных исполнителей, и они ограбили меня за братний долг. А я не поручитель [за брата] перед Жадком. Запрети же ему, пусть не посылает на меня стражу … Еду ({или:} поеду) в … {(вероятно, в город, т. е. в Новгород)}’.","From Sudisha to Nazhir. Zhadko sent two court officials (ibetniki) who “robbed” me for my brother’s debt. But, I am not the trustee (poruchitel’) [for my brother] before Zhadko. Forbid him, do not let him send out the guard ... I am going to ...",,novgorod_235
236,https://gramoty.ru/birchbark/document/show/novgorod/236/,novgorod,Грамота №236,Новгород,1160‒1180,Фрагмент неопределенного содержания,…ъмоивьп…,…ъмоивьп…,,,,novgorod_236
237,https://gramoty.ru/birchbark/document/show/novgorod/237/,novgorod,Грамота №237,Новгород,1160‒1180,От Бориса к Станиле и Жир(о)ше: «Вот из-за вас таскают меня …»,ѿбърисакъстани[л]ьикъжи[рошьсе]мьневъ[лоца]във[а]ю …,ѿ бъриса къ стани[л]ь и къ жи[рошь се] мьне въ[лоца] въ в[а]ю …,‛От Бориса к Станиле и Жирше ({или:} Жироше). Вот за вас двоих таскают ({подразумевается:} в суд) меня …’,,,novgorod_237
238,https://gramoty.ru/birchbark/document/show/novgorod/238/,novgorod,Грамота №238,Новгород,1100‒1120,Вызов на испытание водой,… несъдицевиполъпѧтѣрѣза[нѣ:а](мъ)нѣеси въдаледъвѣкоунѣцьтожезам[ъ](но)[ю]твориши [за]мъноюосмькоунъигривьна:поидижевъгоро (дъ)[мо]гоусѧсътобоюѧтинаводоу,… несъдицеви полъ пѧтѣ рѣза[нѣ : а] (мъ)нѣ еси въдале дъвѣ коунѣ цьто же за м[ъ](но)[ю] твориши [за] мъною осмь коунъ и гривьна : поиди же въ горо‐ (дъ) [мо]гоу сѧ съ тобою ѧти на водоу,"‛… [Ты дал (?)] Несдичу четыре с половиной резаны, а [мне] ты дал две куны. Что же ты утверждаешь, будто за мной восемь кун и гривна? Пойди же в город — могу вызваться с тобой на испытание водой’.",... [You gave (?)] Nesdich 4 ½ rezanas and you gave [me] 2 kunas. Why do you insist that I owe 8 kunas and a grivna? Go to town - I can bring an ordeal by water against you.,,novgorod_238
239,https://gramoty.ru/birchbark/document/show/novgorod/239/,novgorod,Грамота №239,Новгород,1160‒1180,От Жадка и Степана к Гюргию (начало письма),ѿжадъкаиѿстепанакъгюргю…,ѿ жадъка и ѿ степана къ гюргю …,,,,novgorod_239
240,https://gramoty.ru/birchbark/document/show/novgorod/240/,novgorod,Грамота №240,Новгород,1160‒1180 (с вероятным смещением вперёд),Долговой список,ѫ(в)[ъ]нѣгасобратьею⁞г⁞гривьнѣ⁞ѫдражь ниць:в:гривьнѣ⁞ѫпьсанагривьна⁞ѫко [ло]---(гри)[в]ьна⁞,ѫ (в)[ъ]нѣга со братьею ⁞г⁞ гривьнѣ ⁞ ѫ дражь‐ ниць :в: гривьнѣ ⁞ ѫ пьсана гривьна ⁞ ѫ ко‐ [ло]--- (гри)[в]ьна ⁞,,Voneg and his brother owe 3 grivnas. Drazhnych’s ows 2 grivnas. Pesan owes a grivna. (Such-and-such) owes a grivna.,,novgorod_240
241,https://gramoty.ru/birchbark/document/show/novgorod/241/,novgorod,Грамота №241,Новгород,1100‒1120,От Коснятина к Ждану (требование заплатить и угроза),ѿкъснѧтинакъжьданѫзапла[ти] стьпаньцюк[ъ]ро[жеств]ѫн[е]з[апла] тишианаотроке[о]д[ъ]во[е]то[го] бѫди,ѿ къснѧтина къ жьданѫ запла[ти] стьпаньцю к[ъ] ро[жеств]ѫ н[е] з[апла]‐ тиши а на отроке [о] д[ъ]во[е] то[го] бѫди,"‛От Коснятина к Ждану. Заплати Степанцу к Рождеству. Не заплатишь — [потеря] на отроке (т. е. при взыскании долга через отрока) раза в два больше, пожалуй, будет’.","From Kosniatin to Zhdan. Pay Stepan by Christmas. If you don’t pay ─ your loss from the court official’s (otrok) [visit], presumably, will be twice the amount.","From Kosnjatin to Ždan. Pay Stepanec before Christmas. If you don’t pay (by then), it will be double that amount (that you’ll spend) on the official (sent to enforce the debt-collection).",novgorod_241
242,https://gramoty.ru/birchbark/document/show/novgorod/242/,novgorod,Грамота №242,Новгород,1420‒1430,От Кощея и испольщиков (просьба дать коней),цолобитьѥѿкощѣꙗ·иꙩѿтъ половниковъ:укого:конѣатѣ худѣ·а·унꙑх[ъ]нѣть·какъ·ѻспо динежалуѥшьхрѣстьꙗнъ а·рожь·ѻсподиневелишьмнѣ молотить(ка)къукажешь (…),цолобитьѥ ѿ кощѣꙗ · и ꙩѿтъ половниковъ : у кого : конѣ а тѣ худѣ · а · у нꙑх[ъ] нѣть · какъ · ѻспо‐ дине жалуѥшь хрѣстьꙗнъ а · рожь · ѻсподине велишь мнѣ молотить (ка)къ укажешь (…),"‛Челобитье от Кощея и от испольщиков. У кого есть кони, и те плохи, а у иных [вовсе] нет. Чем, господин, пожалуешь крестьян? А рожь, господин, велишь мне молотить — как укажешь? (или: так это, как укажешь)’.",,,novgorod_242
243,https://gramoty.ru/birchbark/document/show/novgorod/243/,novgorod,Грамота №243,Новгород,1420‒1430,Сообщение Семенка-карела землевладельцу о переходе в его село,поклонъѿсменкаѿкорѣлинапришлегн҃е ткобѣнаселонапꙑтаревоцимъѥгожалуѥ шьитꙑѡспд҃не·прикаживсѧкоѥсловоаꙗзъто бѣсвоѥмугн҃уцоломъбѣю,поклонъ ѿ сменка ѿ корѣлина пришле гн҃е т кобѣ на село на пꙑтарево цимъ ѥго жалуѥ‐ шь и тꙑ ѡспд҃не · прикажи всѧкоѥ слово а ꙗзъ то‐ бѣ своѥму гн҃у цоломъ бѣю,"‛Поклон от Семенка-карела (или: от Семенка Корелина). Он пришел (т. е. перешел жить), господин, к тебе на Пытарево село. [Коли] чем его пожалуешь, то ты, господин, дай [на этот счет] все распоряжения. А я тебе, своему господину, бью челом’.","A bow from Smenko the Karelian. He has come to you, lord, to the village of Pytar’. If you will grant him anything, then you, lord, give all the instructions. And I bow deeply to you, my lord.",,novgorod_243
244,https://gramoty.ru/birchbark/document/show/novgorod/244/,novgorod,Грамота №244,Новгород,1400‒1410,Фрагмент с просьбой замолвить слово владыке,…з[а](молви) [те]слово·замене·владꙑцѣиб҃адѣ лѧ·ацтопозвале·ѥсмь---[и]ж[ин](а)(с)[н҃а] …,… з[а](молви)‐ [те] слово · за мене · владꙑцѣ и б҃а дѣ‐ лѧ · а цто позвале · ѥсмь ---[и]ж[ин](а) (с)[н҃а] …,,,,novgorod_244
245,https://gramoty.ru/birchbark/document/show/novgorod/245/,novgorod,Грамота №245,Новгород,1075‒1100 (с вероятным смещением назад),Фрагмент (о сукнах),…[соукъ]намоѧзато[бою]… …(чь)р[ь]мьно:вельмидобро·з҃·[л]ок[ъ](тъ)…,… [соукъ]на моѧ за то[бою] … … (чь)р[ь]мьно : вельми добро ·з҃· [л]ок[ъ](тъ) …,"‛Сукна мои за тобой: красное, очень хорошее — 7 аршин, {такое-то — столько-то, такое-то — столько-то}’.","... mine [is] behind you (i.e., I owe you), red cloth, very fine, 7 arshina ...",,novgorod_245
