text,century,city,year
тоу на соудила ти‐ ... и ·з·ӏ· ... въдадѧть ти ю до‐ ...,XII_1,novgorod,1110
слово добро ѿ ѥсифа брату фомѣ не забудь льва ѻ позъвѣ дѻрьжи а позъвале родиване падиногине а иноѥ все добро здорово а тъ то помъни,XV_1,novgorod,1415
грамота ѿ чр... ...дѧтѣ ꙋ кого ... ... а повѣжь ми ... ... ѧзъ вѣдаю а п... ... мънѣ грамотꙋ ... ...не пьсъ,XI_2,novgorod,1062
пришлите ми · паробоко борана · или ꙋдꙋ · мнѣ сѧ не можетсѧ · а лодку даи павлꙋ · соболецеву · изо нама,XV_1,novgorod,1405
поклонъ · ѿ маринѣ · къ сн҃у · к моѥму григорью купи ми · зѣндѧнцю · добр·у · а кунꙑ ꙗзъ · дала · дв҃ду · прибꙑшѣ · и тꙑ чадо · издѣи · при собѣ · да привези · сѣмо ·,XV_1,novgorod,1405
сино · мики·тино · лашене · стинково,XV_1,novgorod,1405
исако,XV_1,novgorod,1405
В первом столбце ... чаємъ ... дв҃о · всѧка · слава · тобѣ · лѣпо · дв҃о · пѣс · всѧка · дх҃внаѧ · тобѣ · лѣпо · ... Во втором столбце ... щимъ · и грѣховъ · избавлѧющес · тѧ величаємъ · сущую · мт҃рь · сн҃а · би҃ѧ · ... В третьем столбце ... млть · пребгатую · и долговъ · избавлѧєши · ... В четвертом столбце ... чеше · свер... достоино · сдѣваємъ · ...,XIV_2,novgorod,1390
цолобитьѥ ѿ ѥсифа брату своѥму фомѣ цо бъ ѥси прислаль восъку да мъла да ꙩвьцини добро по шубѣ сошьѥмъ а пуху здѣсѣ добудемъ да переслъшиваи ѻ таньи цо бъ не блодила цого зрѧ только поцьне продавать тобѣ и тъ у ѥи купи а юблу провадиле ѥсмь ь а пакъ творѧть виновату а иноѥ все добро здорово здѣсе,XV_1,novgorod,1415
у вигарѧ :к҃: локото хѣри безо локти у валита в кюлолакши :ӏ҃:д҃: локти хѣри у ваиваса у ваѧкшина :ӏ҃в҃: локти водмолу и поло третиѧ нацате локти хѣри у мѣлита в куролѣ :д҃: локти хѣри,XIV_2,novgorod,1370
цто бꙑло в пудоги празда ту празку сѣргиѣ взѧле изо оѧтѣ закрою с проста  ѧ бꙑле о русалеѧхо в пудогѣ а цто про сѧмозерци хедꙑле есемо не платѧце а платѧце в томо цто про межи рѧду нѣту а нꙑне сѧмезерци в городѣ говорѣ с нѣми саме а ѧс ти осподине буду а ѧ борзо буду а нине есеме к тобѣ рибоко послале а во шуѣ ни лидиѣ ни ловоу,XIV_2,novgorod,1370
... ꙋ цаслава ꙋ кꙋпреѧница дви серьбра ꙋ лебека трои нами...,XIV_1,novgorod,1330
поклоно ѿ григории к осподину моѥмо ко смену послало ѥсмс аномо со своимо сукладникомо кипу непрѣ :ѳ҃: сото и :г҃ в вѣревки узкои а то далѣ ӏз одиного нацате рублѧ а тꙑ осподине продаи при собѣ а серебро к собѣ возми,XIV_2,novgorod,1370
приказо ѿ григориѣ ко домонѣ и ко репеху нарѧжѧ истебку и клете а недана пошли во лугу ко илину дн҃и,XIV_2,novgorod,1370
целобѣтьѥ ѿ иѥва къ василью игнатьву цо ѥси посла дѣтину да сѣдла да вꙑжлѧ по тому ѻпознавъ да ѻтадбѣли а цо бꙑло живота твоѥго и моѥго то все взѧли а самого смертью казнили а нонеце ѻсподин пецалесь дѣтьмѣ моими,XIV_2,novgorod,1390
се доконьцѧху мꙑсловѣ дѣтѣ труфане з братьею давати оусповъ ·ꙅ҃· коробеи ржи да коробьѧ пшеници ·г· солоду · дару ·г· кунници · да пудъ меду · дѣтемъ · по бѣлки ·п· горсти лену · боранъ оу новину,XIV_2,novgorod,1370
... на судъ · ӏ не ста филипець ... послахомъ грамоту бесудную ... володѣти ӏмъ пожнею по ...,XIV_1,novgorod,1310
се азо рабо бж҃и селивьстро · напсахъ · роукописаниѥ · оу лоунька полтина оу захарьи · полтина · оу алюѥвиць · полтина · оу коузмиць · оу ѻнисимова ·в҃· грв҃нѣ · оу смена · оу ѧколѧ · двои чепи · въ ·в҃· рꙋблѧ · съ хт҃мь · брони · во ·в҃· серебра · оу кюрика · оу тюлпина · семь десѧто грв҃нъ · оу бориска · полоутора · роублѧ и оу петрѧица · бꙋмажнико · и корова · пороуцьнаѧ · оу селилѣ ·ӏ҃· грв҃нъ · оу слинька · шапка · въ ·г҃ӏ· грв҃нѣ · оу иваниса · ѧпкꙑто · оу федореца ·в҃· грв҃нѣ · оу селекоуѥвица ·г҃· грв҃нѣ · оу григорьи · оу роготина ·в҃· роублѧ и ·-· грв҃нѣ,XIV_1,novgorod,1310
ѿ аврама покланѧние ко вѧцькоу ...,XIII_2,novgorod,1270
господинꙋ · сьменꙋ · марко целомо · бьѥть · ꙋпомни · цто · ѥсмь · платилъ · серебро · перьдо · тобою · давꙑдꙋ а тогдꙑ ꙋлицанѣ · поминалѣ · ...,XIV_1,novgorod,1330
'+ оу сидора · оу тадоуѧ · оу ладопги · положиле гри·шка · с костою а во тоболахо а гришки кожюхе · свита сороцица · шѧпка · а костина свита · сороцица · а тоболи костини · а сапоги костини · а дроуги:и : гришки·‐ ни : а цто сѧ подите на мовозери приславъши възмете,XIII_2,novgorod,1290
· ѿ есифа · к ънфиму · чтъ пришле ѿ маркь к тобѣ людии ѡ̈лькса · или къ жене мъѥи · ѿвѣцаи ѥму · такъ · какъ ѥси дъкънчалъ марке съ мнъю · мнѣ вꙑѥхати на петръво дн҃е · к тобѣ и росмътрити сьла своѥгъ · тъбѣ ръже свъѧ снѧти а мнѣ накладꙑ твоѥ дати · а истина дана · а четъ · ѡмьшѣ пришлю · и вꙑ имъ къне мъи голубꙑи даите съ людми дате съхѣ не кладе · а не възме и вꙑ · во стадъ пустите педъ людми · пусти на немъ тѧжѧ а не на мнѣ · а ѧзо сѧ саме с нимо ꙋведаю ·,XIV_1,novgorod,1310
:е҃: заволочкое,XIII_2,novgorod,1270
приказъ · косарикꙋ · ѿ есиѳа · възми · ꙋ тимоѳѣѧ ·н҃· сиговъ · ѡ ·г҃· рꙋблѧ а роко · на роство ·,XIV_1,novgorod,1330
...о всимо с...,XIV_1,novgorod,1330
поклоно ѿ давꙑда къ матѳию кꙋме не измотчавъ ... ...,XIV_1,novgorod,1330
поклоно ѿ подвоискаго ко ѳилипу нь пожали господине про сигꙑ ѣще сигово нету а поцта тобь буде гъже а ѧзо тобе кланѧюсѧ,XIII_1,novgorod,1230
поклно ѿ иева ко прокопѥ го҃сподине ... ѿказале тоби ꙋ мене ·ӏ҃· гривено серебра ... не заимаѥ ѧзъ како бо҃ дасте ... ꙋвидаюсѧ,XIII_2,novgorod,1290
... да домажирова ·ӏ·ь жеребьевъ ...,XIII_2,novgorod,1290
... возоу или поустиши перодо собоѫ во о не останеть ти сѧ ни моуже лъса се смь и побѣгли ...,XII_2,novgorod,1190
 ви... ...  дом...,XIII_1,novgorod,1230
покланѧние ѿ афанаса къ гъспъдиноу ... ...вꙑхъ ко тобь а пришь ...,XII_2,novgorod,1190
крини лосиноу ꙋ ѳодора оу ꙋроке во ... а живе во славне сокоуи же,XII_2,novgorod,1190
воспросилѣ правищикѣ ꙩманта ростѧгалесь фипе с ꙑваномъ стоикомъ виделе ѥсмь и цюле промежи филипомъ иваномъ дале филипе стоику ·г҃· рублѣ серебромъ и з҃ гривенъ кунъ и конь а увѣдаѥтсѧ стоике в вири и с посадникомъ и с сочкꙑми а то сѧ диꙗлось седнѣ во велики дн҃ь а то диꙗлось на погостѣ на торгѣ,XV_1,novgorod,1425
'+ ѿ полоцька къ ак поѧле дѣвъкꙋ оу домаслава на мнѣ ти домаславе възѧле :в҃ӏ: грв҃нѣ : а присли :в҃ӏ: грв҃нѣ или не прислеши а мнѣ ти стати оу кнѧзѧ и ꙋ влд҃кѣ а больши ти протерѧ гошити ...,XII_2,novgorod,1170
отъ завида къ мън къ женѣ и къ дѣтьмъ а женоу ти били не измоучили чего же между строк къ лоукѣ иди,XII_2,novgorod,1150
гн҃у михаилу юрьѥвичю биютъ челомъ хрс҃тѧне черенщани чо ѥси гн҃е велѣлъ намъ переставливати дворъ и ключникъ намъ гн҃е велитъ переставливати ... ...и гн҃е ливꙑ ... не оупра‐ ...,XV_1,novgorod,1415
...ну петровицъ,XII_2,novgorod,1150
'+ ѿ клишь ко цюдиноу и ко жене ...,XII_2,novgorod,1170
ѿ василѧ къ ростихѫ продаите половъи конь а ризьи кърините въ хлѣвъ а бѫръи напишите нарѧдите же мѫжь въложите же :д҃: рзнѣ,XII_2,novgorod,1150
перха г҃ кад ржи наумь г҃ ржи ѻгафаноко кад ржи грига в҃ кад ржи · кулба кад ржи филимонь г҃ кад ржи ѻфромѣѥць кад ржи васке в҃ кад ржи у ѻбакунцѧ в҃ кад ржи у максимцѧ в҃ кад ржи шестьники е҃ кад ржи у ѻкиша в҃ кад ржи у тораха ·г҃· кад ржи исакь поль г҃ третьи ржи у съсьѧ в҃ ржи у токарѧ в҃ ржи у микитци кад ржи у доманта г҃ ржи у ѻвсѧника кад ржи у понарьи поль треть ржи у юрка в҃  у чупровꙑхь е҃ ржи На нижней кромке листа кверху ногами: перхи в,XV_1,novgorod,1415
на ргигорьи ·е· коробѣ ꙩвса да коробьѧ жита на минѣ ·в· гривни на машкѣ ·в· гривни на терехѣ и на лоутьѧнѣ роубль и на ихъ вноучате на микифорѣ на григорь д· гривни на ѻнане на пелемчѧхъ полтин на мешкѣкоробѣ ржи,XV_1,novgorod,1425
покланѧние ѿ дьмиѧна ко де парꙋ дова ти а тꙑ продае коне колико ти водадѧ а чето потерѧеши а то помени а кꙋзеке соци абꙑ не истьрѧле кꙋно · лихе есте,XII_2,novgorod,1190
ѿ ...жимира грамота ... ... коневꙑхъ коун... ...ти коунѣ въ...,XII_1,novgorod,1130
ѿ михалѧ ко стьпаноу гюреги ти дошьле сторове а поутила пришьле а товаро продале а бо...,XII_2,novgorod,1190
... доити до ва... ...шь · чл҃вкъ · бош... ...асо · аже ѡгн҃е ...,XV_1,novgorod,1405
чолобитьѥ · ѿ мелника · из лостьици · к юрью · к оньцифорову · чо би · господине попецелилесѧ · зоронами · а ннь · посли · свои · чоловекъ ·,XIV_2,novgorod,1390
... оу дъмитра пълъ :а҃:ї҃: гривень оу радъка :в҃: гривене ... ...ъка грв҃на а по нъгате на ...,XII_2,novgorod,1150
василевѣ · софонтѣѥва · ѻ̈нтане · послале · ѻвдокиму · два клеща · да · щука · с василевꙑ · рꙑбꙑ · клещь послале · клещь стопане · цетвортꙑ ·,XV_1,novgorod,1405
ѿ ... къ ...ирꙋ кꙋнѣ ѥсем- ... ... поимаю въ дрꙋгꙋю трьть ...жѣи на тѧ,XII_2,novgorod,1170
... лазить занодо какъ виꙗли п...,XIV_2,novgorod,1370
...иѧ · ѿ ...дисвѣ ...-вꙑ·ѣ·,XIV_2,novgorod,1370
поклонъ ѿ панфил к мар и ко попу купите маслеца древѧного да пришлите симъ,XV_1,novgorod,1405
...‐ дье ольнина моѧ,XII_2,novgorod,1170
... неделе а тобе сѧ кланѧю,XII_2,novgorod,1150
... по полоу цетѣ рѣзнѣ да поустисѧ в бъръзѣ домови,XII_2,novgorod,1150
поконо ѿ маскима ко попу даи ключи ѳоми а тꙑ поши григорию ѡнеѳимова что буде надоби ат е ѳома,XIV_2,novgorod,1370
поклонъ · ѿ синофонта · ко брату моѥму · ꙩфоносу · буди тоби · сведомо · купиле · ѥсомъ · перво · максима · ѣщерски · уѥздъ · ӏ замолмовсови · ӏ сво:ѥ · сироти · в симовли · а на хвоӏни · а максиме · ӏване · широки · ту же бꙑле ·,XIV_2,novgorod,1390
коробиѧ ржи у грацѧ коробиѧ ржи · у лу‐ ... ...ръбѣикина и ·г· бѣлѣ на замкѣ коробиѧ ржи у корбатъва въ амбарѣ ·и· бѣлъ у бобачкѣ полъ ·г҃· бѣл · у скудлѣ ·г҃· куньнич,XIV_2,novgorod,1390
...ковиӏ ӏ ѿ дѣтиӏ ѥӏ : к онсиѳорꙋ ...,XIV_2,novgorod,1350
грамота ѿ дробьна къ мѣ... ... гораздо вьзьми ...,XI_2,novgorod,1062
... своѥму ѡсподину... бью челомо,XIV_2,novgorod,1370
...‐ въ а надо мною снъ мои ѡлофереи · с дорофѣѥмъ з дѧдею · слова твоѥго ...,XIV_2,novgorod,1370
поклоно ѿ стьпана ко смьнку возми · оу · кануниковꙑхо · десѧть лосои · а · другую десѧть возми · оу данилки оу бѣшкова · а да·и · смьну флареву · а · ѧзо тобѣ сѧ кланѧ·ю ·,XIV_2,novgorod,1370
... ... поѣдите сокорѣѧ уѥмли сѣнику и камѣнѣѧ и цто надоби вꙑ вѣдаѥте а поѣдите до пожѣного веремѧни,XIV_2,novgorod,1370
...-е коробьи ... ...ндра же василь жогине а тара...,XIV_1,novgorod,1330
ѿ посадника  ...,XIV_1,novgorod,1310
...а того сѧ клирос...,XIV_1,novgorod,1310
... ... а ѧзо тобѣ при ихо водамо или велиши ѧзо ѡстафии седѣ дамо или бобрꙑ ... ...,XIV_2,novgorod,1370
...‐ бо нь чоло ѫ ... ѫ городошо ѫ домаслава чотири кони ѫ молдина жита ...,XIII_1,novgorod,1210
ѿ олексѣѧ ко гаврилѣ реклъ ѥси бꙑлъ во своѥмь селѣ верши всѣ добры и ѧраѧ жита ...,XIV_1,novgorod,1310
... ... ѥсемо милослава и оставило ·д҃· кадце пшенице · поже полти ·в҃· и лоньски и нꙑнецнеи · а рожь петровоу повелело ѥсемо измолотиво кривꙋ дати,XIV_1,novgorod,1310
се даѧ иеве · серебро · матѳею · ... десѧте серебра · аже и...,XIII_2,novgorod,1290
ѿ сьмьюна сь возѧло есмь у храрѧ задницю шибьньцьву а боль нь надобѣ никому,XIII_2,novgorod,1270
": а б в г д ¦ е ж ꙅ з и и к л м н о п р с т у ѳ х ѿ ц ч ш щ ъ ꙑ ь ѣ ꙋ ю  ѧ ¦ ба ва га да жа за ка ла ма на па ра са та ѳа ха ца ча ша ща бе ве ге де же зе ке ле ме не пе ре се те ѳе хе це че ше ще : Далее на другой полосе бересты: би ви ги ди жи зи ки ли ми ни пи ри си : поклоно ѿ ‐ нѳима ко данилѣ Кроме того, подпись к рисунку зверя: ѧ звѣре",XIII_2,novgorod,1250
"а б в г д е ж ꙅ з и ӏ к Кроме того, подпись к рисунку всадника, поражающего врага: нѳиме",XIII_2,novgorod,1250
а б : в г : д е : ж ꙅ : з и : ӏ к : л м : н о : п р : с т : у ѳ х ѿ : ц ч : ш щ : ъ ꙑ : ь ѣ : ꙋ ю :  ѧ : ба : ва га : да : жа : за : ка : ла : ма : на : па : ра : са : та : ѳа : ах ца : ча : ша ща :,XIII_2,novgorod,1250
на домитрѣ возѧти доложзикѣ,XIII_2,novgorod,1250
ги помози рабу своѥму онѳиму :,XIII_2,novgorod,1250
ѧко же бе ве ге де же зе ке ле ме не пе ре се те ѳе хе це че ше ще,XIII_2,novgorod,1250
"а б в г д е ж ꙅ з и ӏ к л м н о п р с т у ѳ х отъ ц ч ш щ ъ ꙑ ь ѣ ꙋ ю  ѧ Кроме того, мелкими буквами: онѳ",XIII_2,novgorod,1250
иже во ѕ҃ чс҃а насо ба ва гга да жа за ка а ра са ка ра,XIII_2,novgorod,1250
ѧко со нами бо҃ ꙋслꙑшите до послꙋ ѧкоко же мо личе твоѥ на раба твоѥго бо҃,XIII_2,novgorod,1250
... пригвозди... грѣхꙑ наша ...,XIII_2,novgorod,1250
пгрд,XV_1,novgorod,1415
Подпись к рисунку человека: павле,XIII_2,novgorod,1250
... на село во ѥгиѥхо вдало ѥсомо :е: гривено вхого соцклосѧ и ѿ меже дахо сарати погостꙋ :в: гривни возѧти бꙑло ... ...,XIII_2,novgorod,1250
про местѧткꙋ памѧть на радослава како ѿказало бꙑло на местѧтке ·з҃· гривено про женьню татбꙋ бꙋди с то сꙋднеѥ кꙋне а само пощипало в ꙑномо сꙋде за то цетвертои жеребеи,XIII_2,novgorod,1250
...‐ лнаѧ же по :ӏ: резоно намо ¦ ꙋ марка ꙋ половниика :г: гривне по :ӏ: резано и полоте дарꙋ и поцте ꙋ домаслава :в: гривне ꙋ поповицѧ по :ӏ: резано ...,XIII_2,novgorod,1250
'+ ꙋ ѡсипа ·в҃ · гривне · на тꙋске по ·ӏ҃· и полоть поцтꙑ ⁞ ꙋ воилꙑ ·ꙅ҃· гривенъ · по ·е҃· бело и полоть почтꙑ и четвереть пшенице · а лоньскꙑхо намо недоплатило ·и҃· ногато ⁞ ꙋ манꙋиле ꙋ кꙋма поло цетверти - - - - - - - - - ѿ жюпанка перешло по семнице наме кроме поцте ⁞ ꙋ некраса гривна ꙋ дмитра ... ...,XIII_2,novgorod,1250
оу ивана въ земль девѧть гривень възми полъ чьтвьрть гривьии овеса пѧть на десѧ дежекъ овьса оу боуѧкъва брата дови гривене пѧтъ кнъ ⁞ оу данешиници за три гривене възимить верьшью на низъ сѧси оу ѧръшъвиц на доувоу бьрькъвьскоу дове гривене и десѧть кнъ оу тоушоуевиви гривена на съли и дови ногаи на чьрьвьѧхъ сьм,XIII_1,novgorod,1210
ꙋ попа на церменце ·в҃· горошка масла ·:· а ꙋ нездꙑле ꙋ старосте поло деже пшенице · а ꙋ кюриле горохꙋ цетвертина · ꙋ свгто же петра а тꙋ приказахо нездꙑле же · а ꙋ манꙋиле поло деже рожи тꙋ же,XIII_2,novgorod,1250
... грне оу оливоринѧ воземи ... серебра а онанею посли семоу со проста не посли ...,XIII_2,novgorod,1250
·:· ѿ матьѧ къ гюргю : топьрьво есмо пришль тога дьлѧ нь шль оусрѧцю тѧ нь сько пьси · ожь ли право запираютьсѧ а ѧ даю кнѧжю дьцьскамоу гривноу сьрьбра · едоу с нимо · ожь мѧ татьмо поставили · оужь ти нь бьжѧли колобѧгь оу тьбь жрьбье скоть по людьмо · ни тоу тобь тощины вькшь одоное,XIII_1,novgorod,1210
Наибольший из фрагментов таков: ...рькахъть ⁞ оу ивана шесть ... ...ъсъскоули ⁞ оу съвъкъѧ ... ... полъ съръцька ⁞ оу са... ...са осьмь бьлъ ⁞ ... ... бьлъ ⁞ На другом фрагменте сохранилась одна целая запись: ...ъ оу дьснива чьтъри бьли От остальных записей этого фрагмента и от всех записей еще одного фрагмента сохранились лишь ничтожные остатки: ...рьльсев... оу ли... оу ли... ...въсъд... ...гъцева ⁞ оу съ... оу сам... ...дьса...,XIII_1,novgorod,1210
... ѫ олемова зѧти ... ... ѫ радомира дове : ѫ станѧте ...,XIII_1,novgorod,1230
ѿ тороцина ко гюрегю оу михалѧ ѿберана половина беле са добра же мехе одине,XII_2,novgorod,1190
покланѧние ко иванокоу и ко мирошьке ѿ ... вꙑ моѧ господина : а испꙑталь ти есьмо к... три разꙑ ти есьмь ходилвъ полюдие семо м... ... ...а по паше,XII_2,novgorod,1170
ѿ ... покланѧние ко матьри водае семоу :в: гривьне не моги же ми матоко согрешити ... оже ли оу себе не боуде а и заемоши моги же водати ѿ тога ти нама хоце болого ... то ти землѧ водано ти :ꙅ: гривьно полоуцити ти сото гривьно одиномо ти мьсте ... со давꙑжею седети а радоковаѧ т- -едае прашѧе ое дьвьри ти еѥ бꙑла землѧ павьлова ... ...моу со земле ти хотѧци сѧ не цьтисѧ пеюци едоуц соудо воземеше доброю женою поро‐ ... ... седѧци цьсть енюци пеюци едоуци со давꙑжею а торого риневь тамо поценеши тировати ... кланѧю ти сѧ а се пакꙑ шьдоши воземи десѧть гривьно ногатами оу а‐ ... ...азока нецето есо ...,XII_2,novgorod,1170
оу даброжира полоуторе : оу ѧръшековее дѧвѧте : оу завида семе векоше ӏ резана : оу олисеѧ резана : оу горегѧ девѧте ...,XII_2,novgorod,1170
вонон,XIII_2,novgorod,1290
оу оѧвьлъгь по трьтиѧ сърицека и била,XIII_1,novgorod,1210
'+ѡ твьрьдилъ къ данил- ...‐ ль есьмъ ньжиль пъпъвь дъвь гривьнь въдаль за та а нꙑнь въдае стьпаноу ...,XII_2,novgorod,1190
... возьми а ѧзо сребр- ... ...номо орат·и · и цѧстꙑ... ... подернити а оже хоцет- ... на обороте: ...ца,XII_2,novgorod,1150
ѿ домажира къ нажирꙋ иже то при ветре поиде възьми же... ...,XII_2,novgorod,1190
... ѫ люта ·ӏ҃· отъ фоларѿ мерьтова ѫ люта,XII_2,novgorod,1150
'+ отъ сꙋдише : къ нажирꙋ : се жѧдъке пославъ : ѧбетника дова : и пограбила мѧ : въ братни долгь а ѧ не порꙋцене : жѧдкꙋ : а възборони емоу оти не после на мѧ опаса ... едꙋ в... ...,XII_2,novgorod,1170
...ъмоивьп...,XII_2,novgorod,1170
ѿ бъриса къ станиль и къ жирошь се мьне вълоца въ ваю ...,XII_2,novgorod,1170
... несъдицеви полъ пѧтѣ рѣзанѣ : а мънѣ еси въдале дъвѣ коунѣ цьто же за мъною твориши за мъною осмь коунъ и гривьна : поиди же въ городъ могоу сѧ съ тобою ѧти на водоу,XII_1,novgorod,1110
ѿ жадъка и ѿ степана къ гюргю ...,XII_2,novgorod,1170
ѫ вънѣга со братьею ⁞г⁞ гривьнѣ ⁞ ѫ дражьниць :в: гривьнѣ ⁞ ѫ пьсана гривьна ⁞ ѫ коло гривьна ⁞,XII_2,novgorod,1170
ѿ къснѧтина къ жьданѫ заплати стьпаньцю къ рожествѫ не заплатиши а на отроке о дъвое того бѫди,XII_1,novgorod,1110
цолобитьѥ ѿ кощѣꙗ · и ꙩѿтъ половниковъ : у кого : конѣ а тѣ худѣ · а · у нꙑхъ нѣть · какъ · ѻсподине жалуѥшь хрѣстьꙗнъ а · рожь · ѻсподине велишь мнѣ молотить какъ укажешь ...,XV_1,novgorod,1425
поклонъ ѿ сменка ѿ корѣлина пришле гн҃е т кобѣ на село на пꙑтарево цимъ ѥго жалуѥшь и тꙑ ѡспд҃не · прикажи всѧкоѥ слово а ꙗзъ тобѣ своѥму гн҃у цоломъ бѣю,XV_1,novgorod,1425
... замолвите слово · за мене · владꙑцѣ и б҃а дѣлѧ · а цто позвале · ѥсмь ижина сн҃а ...,XV_1,novgorod,1405
... соукъна моѧ за тобою ... ... чьрьмьно : вельми добро ·з҃· локътъ ...,XI_2,novgorod,1087
ѿ жировита къ стоѧнови како тꙑ оу мене и чьстьное дрѣво възъмъ и вевериць ми не присълеши то девѧтое лето а не присълеши ми полоу пѧтꙑ гривьнꙑ а хоцоу ти вꙑроути въ тѧ лоуцьшаго новъгорожѧнина посъли же добръмь,XI_1,novgorod,1037
... ... поклѣпаеть сего :м҃:ми рѣзанами а замъке кѣле а двьри кѣлѣ а господарь въ не тѧжѣ не дѣе а продаи клеветьника того а оу сего смьръда възѧти еп҃оу - - - - - - - - - - - - - - смьрьди побити клеветьника ... ...,XI_1,novgorod,1037
... с дѣтми съ племенемъ луцнов‐ ... ...кине со братѥю федоре лену‐ ... ... иѥве · на рицици ...ове костке · с дѣтми би‐ ... ... ...ко ѻлексинъ,XIV_2,novgorod,1390
...‐ ну свою и не ста на судъ ... грамтоту бесудную по среци на третии днь ѳедорцю на него,XIV_2,novgorod,1390
... сноху есть у мьнь убилѣ а живото есть у мьнь розграбилѣ лѣзни мѧ въ плищь оборот: ӏ снохою ӏ своӏмъ грабьжъмъ поедъмъ в городъ куну покладъше ...,XIV_2,novgorod,1370
ѿ маскима ко десѧсцѧнамо дать мелеѧну ·и҃· деже накладо и веши а тꙑ старосто сбери,XIV_2,novgorod,1370
... ста ѧече а есиѳу ... боровицки ·в҃· короби пшеници ·в҃· короби оши колачицкии во жи и во пшеници а с вееи пшеници а воскои рожи и во жи скини дружини а ко м... мо дале ли есиѳе рубеле у... емли вереше ... ...,XIV_2,novgorod,1370
а и в ѧ,XIV_2,novgorod,1350
...‐ ци ѥго во крошенои тадби во пѧти ... ...‐ ре тадбу свою ·ӏ҃· рублово на григорици и ...,XIV_2,novgorod,1370
... а ѧкуну серьбро даи а жебеи воземи а грамоту · с тобо спишемо · на зими аемо · а к намо · гн҃ь · ꙩ всемо шли,XIV_2,novgorod,1390
... у давꙑда ·ѳ҃· лососи сухꙑхо ·г҃· просолни · у ивана ·з҃· лососии сухꙑхо ... ...,XIV_2,novgorod,1370
приказо ко ѡстафии ѿ сидора возми у григории у тимощина рубль · и ·д҃· лососи · д·а возми · у григориӏ поло рублѧ цто сидору сулиль · у клима возми у щекарова рубль ·ӏ҃· било и ·д҃· лососѣ наклад · у ꙩльксандра у рацлалѧ возми ·н҃· било · у ѻндриꙗ у цирицина возми поло сорока · у кондра у возгреши возми поло сорока · у попа у михаили возми поло рублѧ ·ӏ҃· лососѣи · то за иванка поруцнь · у вигали у ѻстафии · възми ·н҃· било,XIV_2,novgorod,1370
...ѣфѣньѥ... оу коренѧа...,XIV_2,novgorod,1390
...‐ мошкою ·ӏ҃· к... ...,XIV_2,novgorod,1370
... ...кима ... ...,XIV_2,novgorod,1370
поклонъ ѿ ꙩкру... ... а что землѧ · п... ...‐ совѣ а ту землю ... ...‐ нъкинѣ дѣти · ... свою ча даль ми ... ꙩсподинь дал...,XIV_2,novgorod,1390
поклоно ѿ ѧкова куму и другу максиму укупи ми кланѧюсѧ ѡвса у ѡндреѧ ѡже прода возми у него грамоту да пришли ми цтениѧ доброго да вести ми прикажи ѡ дее во годе ѡже ти ту не буде ѡвса и ... ... ... возми со собою,XIV_2,novgorod,1370
ѿ савлиѧ ко максиму како стоѧ пришли конь цему мѧ єси погубиль · въ другꙑ рѧдъ рать ударила подо копорию · а ѧ · безъ другого конѧ животъ пометаль · а иноє розронѧль : а нонѣ пришли ... полохе ли буде на ꙩдиномо конѣ · нѣ дома ... ни дровна · ни матери послати на цемъ · а ... ти ... ...те а съ мною ... ...,XIV_2,novgorod,1370
поклоно ѿ павла ӏ ѿ всих мравгици ко юрегꙋ ӏ ко ѻфоносꙋ ... ...рию... ...ашꙋ ...,XIV_2,novgorod,1370
... за дмитромъ · пошло ·ӏ҃· рубльвъ · а братѣ · не надъби ·,XIV_2,novgorod,1370
поклоно ѿ ѡдреѧ со братию ко василию ӏ ко сидру бꙑла жалоба передо вами ӏ по гземи ...,XIV_2,novgorod,1370
... ... пришлю : ѡже буше поимала се‐ ...- - - - -е ѡстале у июри на ѡхвот...,XIV_2,novgorod,1370
у икагала у кривца :г҃: куницѣ у иголаидовѣи в лаидиколѣ поло рублѧ и :в҃: куницѣ : у лѣинуѧ в лаидиколѣ :ꙅ҃: бѣло : у филипа у дѣѧка :л҃: бѣло : у захарии ⁞ в калиница поло сорока и :е҃: бѣло : у сидуѧ : у авиници :д҃: куници : у микитѣ исто в нои у ѥванова :ꙅ҃: куници : у муномѣла в куролѣ у игалина брата поло рублѧ и :в҃: куницѣ : у лег,XIV_2,novgorod,1370
поклонъ ѿ старостѣ ѿ михалѣ · и ѿ всѣхъ пашезерчевъ · къ сотьскꙑмъ · к маиму · и ко ѡнаниӏ · и к костъкѣ ...,XIV_2,novgorod,1370
... ·г҃· таимени ·в҃· просоле и ·е҃· сигово ·е҃· таимени ѧколихо,XIV_2,novgorod,1370
поклоно ѿ наума и ѿ григории к данику новгороцдему и к новгородцамо кто изгодидце тамо послале ѥсме свои люди г҃ целовѣкѣ свои ...,XIV_2,novgorod,1370
... ... управь а соли не купи · купилъ ѥсмь · соль нѣмецкую · то бъ ѥси сѣмъ припровадилъ,XIV_2,novgorod,1390
... ... уцинилъ пособи ба дѣлѧ по сиротахъ да попецалусѧ ѡ мнѣ перостави сѣникъ уцини ми добро а ѧзъ тобѣ много кланѧсѧ брату своѥму а да купи ми ӏстепку а василко литвинъ ... ...,XIV_2,novgorod,1370
...‐ и своѧ а нь сѧ вамо кланѧю ѻсподь своеи,XIV_2,novgorod,1350
...еб... ...иб... ...даи... ...правите истерю ... серебра,XIV_2,novgorod,1370
