name,corpus,text,date,region,category
281,birchbark,поклоно ѿ наума и ѿ григории к данику новгороцдему и к новгородцамо кто изгодидце тамо послале ѥсме свои люди г҃ целовѣкѣ свои#,1360‒1380 (с вероятным смещением назад или вперёд),Новгород,письма
282,birchbark,# [уп]равь(а со)[ли] не купи · купилъ ѥсмь · соль нѣмецкую · то бъ ѥси сѣмъприпровадилъ,1380‒1400 (с вероятным смещением назад),Новгород,письма
283,birchbark,# уцинилъ пособи ба дѣлѧ по сиро[т]а[хъ] да попецалусѧ ѡ мнѣ перостави сѣникъ уцини ми добро а ѧзъ тобѣ много кланѧсѧ брату своѥму а да купи ми[ӏс]т[еп]ку а васи[л]ко [л]итвин[ъ] #,1360‒1380,Новгород,письма
284,birchbark,#и своѧ а нь сѧ вамо [кл]анѧюѻсподь своеи,1340‒1360,Новгород,письма
285,birchbark,#еб#иб#даи# #(пра)вите исте(рю) # (се)ребра,1360‒1380 (с вероятным смещением назад или вперёд),Новгород,официальные документы
286,birchbark,(ѿ г)ригориӏ ко дмитроу м(ꙑ зд)[о]ровѣ а тꙑ ходи не боисѧ миро взѧлѣ на(с)[т]арои межѣ юриѧ кнѧзѧ (а ме)[н]ѧ послалѣ корѣлѣ на каѧно море а(не п)омѣшаӏ не испакости каѧнецамо ни соби присловиѧ возми а#и пои[ма]ло дани лонескиӏ возми ӏ моӏ а уцюѥши а не поӏду к но# ӏ тꙑ тогодъ иди а дома здорово а на менѧ вѣстѣӏ перецинѧ ц[т]о аже возможеши пособлѧӏ мнѣ цимо,1360‒1380 (с вероятным смещением назад или вперёд),Новгород,письма
288,birchbark,#хамоу ·г· лок[ти] #золотнике зелоного шолкоу дроугии церленого ·третии зелоного жолтого золотнъ бѣлилъ на бѣлкоумꙑла · на бѣлкоу боургалскога · а на дроугоую бѣлкоу#,1320‒1340,Новгород,деловые записи
289,birchbark,поклонъ т дороѳеѧ к осипусъ братеиею попецалуисѧмною позвале дворѧнинеѳедоре внездове внуке а что даси дворѧнину ѧ пзъвъ#,1320‒1340 (с вероятным смещением назад или вперёд),Новгород,письма
290,birchbark,поклоно ѿ маскима ко гюргю беи чело батку#,1360‒1380 (с вероятным смещением назад или вперёд),Новгород,письма
292,birchbark,юмолануолиїнимижиноулирѣханолиомобоуюмоласоудьнипохови,1240‒1260 (с вероятным смещением назад),Новгород,литературные и фольклорные тексты
293,birchbark,+ ѿ по(п)а къ завидꙋ : дъвѣма десѧтьма гр҃ивь · безъ гривьнѣ · на[м]#рѣзанъ · дъвое · то ти ·е҃· гривьнъ и ·и҃· кꙋнъ · въдаи волотъковѣи # (в)[ъ]зми за сѧ : и кланѧюсѧ : тои гиривьнѣ серебъра :,1240‒1260 (с вероятным смещением назад),Новгород,письма
295,birchbark,# з[натьбꙋ свою : и] жер[ебьи] р[ощѣпив]ше [съ] вами : по# # (м)[ꙋ]жьмъ вѣдание опѧть : и о старꙑхъ кꙋнахъ о :н҃: гр҃нъ : пакꙑ ли али [ѧ сл]ю [дѣ]# # бꙋде · погона :,1220‒1240,Новгород,письма
296,birchbark,# (покланѧ)ние и къ братѫ а водае и бога дьлѧ съ :е҃: гривь(нъ) # [к]ланѧю ти сѧ а есть мѫжь съ нимь а хоцѫ про# #дьлъ ти есьмь въ погрьбь идоу къ свѧтꙑмъ и вода#,1180‒1200,Новгород,письма
297,birchbark,целобитьѥ ѿ сергиꙗ з братьѥиизъ рагуилова гн҃у михаили юрьѥвицу стогъ гн҃е твои · ржанꙑи цетверетьнъи тати покралиѡвиновъ · пѧть свезли въ[х]ъ и#,1420‒1430,Новгород,письма
298,birchbark,ко҃стка сна · лу҃кина ·ѡф҃рѣмова · сн҃а · купра · ив҃анова · сн҃аѡн҃ишкьва · ку҃пра ·фо҃мина · сн҃а · иг҃натъ·ꙗ юрьѥва сн҃(а),1430‒1450,Новгород,деловые записи
299,birchbark,а оу гриска смина жри оу са# (рж)и оу михали оу шила ѡсм[ин](а) # (рж)и оу лѧгаца смина ржи и оу н#смина ржи оу феф[ана] # (см)ина ржи оу фефилата смна в[ъс]а оу в# #да полъ смин[и] жита,1430‒1450,Новгород,деловые записи
3,birchbark,поклонъ ѿ грикши къ ѥсифу приславъ ꙩнаньꙗ мол[ви]#ꙗзъ ѥму ѿвѣчалъ не реклъ ми есифъ варити переварꙑ ни на кого ӏ ѡнъ прислалъ къ федосьӏ вари тꙑ пивъ сѣ[д]ишь на безать[щ]инѣ н[е] в[аришь] ж[ита],1360‒1380,Новгород,письма
30,birchbark,ѿ ꙗкова · къ ѥвану что слешь ко мнѣ про серебро товѣдаю аже тꙑ дале серебро на собѣ · то вѣдаю а иного не вѣдаю како ли тꙑ венилесѧкако ли что дале ѥси рубль на собѣ,1360‒1380,Новгород,письма
300,birchbark,#иѣ [·] гн҃у · михаи(лу ·) [ю]рь·евицю · ѿ тероха (·) и ѿ тимощѣ · и терохъ · возилесь · бꙑле · в#[х]имовѣ [·] хоромѣ · а(ти)мошка · въ терохо(вѣ) #,1420‒1430,Новгород,письма
301,birchbark,сподиню михаилу юрьвицу синю посадницупаробокъ твои клѧ · цоло биѥ како сподине пожалуѥши волости половинѧ пуста и которъсталисѧ · и ти хотѧ жалуби хотѧ сподинежалоби цо би сподине подати оубавитиа тоби своѥму сподиню цоломи бию,1420‒1430 (с вероятным смещением вперёд),Новгород,письма
302,birchbark,# (ꙩсподи)не [·] за ѧковомꙑ (·) за по[сад](никомъ · за) #вичомꙑ како · ꙩсподи · попечалуѥшь · ꙩ м[о](ѥи)голови · чо бꙑ сѧ · на менѧ · не родила · грамота · бесуднаѧ · а ѧзъ · тобѣ · своѥму · ꙩсподину · много · ѻ томъ(челомъ · бью),1420‒1430 (с вероятным смещением вперёд),Новгород,письма
303,birchbark,приказъ ѿ ꙩ̈ндрѣꙗна михаїлович ·к пуцнѣ здѣсе ми билъ че[ломъ] #,1420‒1430 (с вероятным смещением вперёд),Новгород,письма
304,birchbark,# [нꙑнѣ]ца ѡспо(до к)[а]к[о] пом[ꙑш](лѧ)[е]те в бозѣ · гадка да в вашемо здоровиѣ,1420‒1430 (с вероятным смещением вперёд),Новгород,письма
305,birchbark,# у мьнь конѧ познали ӏ [ѧ ѻ](спо)динь коню зову : ӏ : сьӏ ѻсподинь коню нь ѣдь азъ ѻсподинь в томъ кони по(гибль есм)[ь] : даӏ ми(ѻсп)одь свѣта видить · а т(обѣ своѥму ѻсподин)[у](челомъ б)ию,1400‒1410 (с вероятным смещением вперёд),Новгород,письма
306,birchbark,покло(нъ) # (миха)илу · юрьѥвицю · ув# #бабикъ · мене · и д#господину · целом[ъ] · бь#,1420‒1430 (с вероятным смещением вперёд),Новгород,письма
307,birchbark,ѻсподѣну ꙩнд(рѣѧ)[н]у михаиловицю ꙩспо[д](ѣ)ну микꙑти михаилоцю ꙩспож(ѣ н)ашеи настасѣи михаиловѣ женѣ чоломъ бѣюхрѣстьѧнѣ избоищѧнѣ · здѣсе ꙩсподо оу вашеи вълости ѧвлѧютсѧпозовницѣ оу горот[ъ]неи здѣ ѧвлѧтсѧ позовници ложивꙑи здѣсе ꙩсподо ѧ(влѧютсѧ ру)куписание лживꙑѧ · а · перепѣсꙑсꙑвають вашь нетребуи дѣѧкъ позовници и рукопѣсаниалживꙑѧ · а · творѧтьсѧ печаталесмꙑ ва парфѣ рукусаниѧа хрѣстьѧну вашь вамъ своеи ꙩсподи чоломъ бѣю,1420‒1430 (с вероятным смещением вперёд),Новгород,письма
308,birchbark,[г]н҃у михаилу юрьѥвичю (бьѥтьчеломъ) па[р]о[бе]нь твои зѣнов[еи]#,1410‒1420 (с вероятным смещением вперёд),Новгород,письма
309,birchbark,а се билъ челомъивашь · с симаномъ · ꙩ жеребьцѣ,1410‒1420 (с вероятным смещением вперёд),Новгород,ярлычки
31,birchbark,#дину своѥму много целомъ бью · а сиротѣ тобѣ осподине и по томъ приходѧ · куньницею на годъ ·,1340‒1360,Новгород,письма
310,birchbark,цълобитиѥ · ѡсподину посаднику но·вгороцкому · ѡнедрию · ивановицю ѿ твъѥ·гъ клюцника ѿ вавулꙑ и · ѿ твоихъ хрестиѧно которꙑѥ хрестиѧни · с ꙑлова пришли за тебѧ захарка · да нестерке жили за ѡлексеѥ · за щукою · ноне ѡсподине ѡлекси·и не хоце намъ ржꙑ дати како сѧ ѡсподине намисвоими хрестиѧнꙑ попецѧлишсе на·де·ѥмсѧ ѡсподине · на бога · и на тебѧ на сво·ѥго ѡсподна,1400‒1410 (с вероятным смещением вперёд),Новгород,письма
311,birchbark,[гн҃у с]воѥм·у · миха·илу · юреѥ·ви·[ч]у [хрест]ѧ·ни · твоі [·] череншаничело · бию·те што ѥси ѡдода · деревенеку · климецу ѡпарину а мꙑ ѥго не хътимо ⁞ не сусѣднеи [·] человѣко · волено б҃ъ де і тꙑ,1400‒1410,Новгород,письма
312,birchbark,толко · за · нами · словъ · пр#поѣдъ · ѻнаньꙗ · тебе · зове ста#и ѻнкѣф[ъ] гн҃е не вожевалъ · ꙗ#,1410‒1420,Новгород,официальные документы
313,birchbark,гн҃у михаӏ·лу юрьѥвичю · челомь бьють · хт҃ьꙗни[твои] · смердꙑньскиӏ : здѣсе · гн҃е у насъ · глѣбъ · не по# # [ст҃](м)[у] #ъ нѣ чимъ и #,1410‒1420,Новгород,письма
314,birchbark,(че)лобѣтьѥ ѿ ѡлоферьѧ · къ ѡлендру · велѣлъ ѥсѣ · ѥго мѣкѣфора · съгнатѣ# чюлъ · ѥсмь · ѿ людь·ӏ · мѣкѣфорко · хъцьть · оу тьбе · прошатѣсѧ · на лунѣну · а на лунѣнѣ · человѣкъ · добръ · а сбродну ·# (вѣрꙑ) не · ӏ·мѣ,1380‒1400,Новгород,письма
315,birchbark,# [ми]кулѣ грѣгорьѣ [ӏ ко] #чѧтоѥ #,1380‒1400,Новгород,письма
316,birchbark,#[м]ѣль[ꙗ](на) # у рач# у фла(рѧ) #ниць #,1360‒1380,Новгород,деловые записи
317,birchbark,#[хо сль]зꙑ проливаюстѧ прѣдъ бъмо за то гнѣ бж҃ии на васо меце поганꙑи а нꙑнѣ покаитесѧ того безакониѧ а на то дѣло ѡканѣноенемного поводитъ а тꙑх бꙑ хотѧ и не постꙑдѣтисѧ,1340‒1360 (с вероятным смещением назад),Новгород,церковные тексты
318,birchbark,се купило михало у кн҃зѧ великого бороце у василиѧ ꙩдреѧнакузнецѧ и токову и ꙩстровнуи ротковици кодрацѧ и ведровода в҃ рублѧ и г҃ гринꙑ дастеѧковъ атно се замѣшете михалу брату ѥг дасте серебро двоѥ,1340‒1360 (с вероятным смещением назад),Новгород,официальные документы
32,birchbark,фешке юрьгию целомъ [бьѥ] #соле на борзи не бꙑла ѿ тебе сол[ь] по ·в· года мни[д]а п[р]# # купиле,1340‒1360,Новгород,письма
320/337,birchbark,# (ов)са полоуторе деже оу тьр# овса ·з҃(ӏ· оу)[лк]ово · оу радеха ·ѳ҃· деже овса десѧтаꙗ а коун(о ·)#(·)гр҃вне оу милъслава · со милонего ·ѳ҃· деже овса · десѧтаꙗ и безъ ·ӏ҃· коуно ·в҃· грвне оу ми[л]ого(ст)#поло пѧть деже овса поло деже · а коуно ·м҃· реза[но оу] #а коуно ·м҃· резанъ овса ·з҃ӏ· оулковъ : оу м#оу ратше оу рикиница п[оло] п[ѧт](ь деже) #,1300‒1320 (с вероятным смещением назад),Новгород,деловые записи
321,birchbark,#прьдальсе къ мни [в] в[и]#[ьце] за# #[и]гожирь лбиске и та[иша] # [ѧ]зꙑко,1340‒1360 (с вероятным смещением назад),Новгород,письма
322,birchbark,#тоу и на# безо пѧти д[ежь] пѧти сотъ · а оу пѧти#[въ] · бела а жеребеꙗ нетоу ть ни коунамъ ни вершӏ,1300‒1320 (с вероятным смещением назад),Новгород,деловые записи
324,birchbark,#до · селу · на кнѧжоꙩсторови ·#,1320‒1340 (с вероятным смещением назад),Новгород,фрагменты неопределенного содержания
326,birchbark,# #во жта оу первѧк# #жта ӏ ·д҃· гр҃внѣ · оу тѣ#,1320‒1340 (с вероятным смещением назад),Новгород,деловые записи
328,birchbark,поклонъ · ѿ ѥвъѳимеѥ · къ пер[е]деслав[е] ѧз(ъ) #м[о] по[ло]тиноу · ине · н[е] възѧле : и ѧзъ рекла полтиноу #,1300‒1320 (с вероятным смещением вперёд),Новгород,письма
331,birchbark,#го слово пло[щ]#г[и] аще на не азоги не ѧростию ·,1240‒1260 (с вероятным смещением вперёд),Новгород,церковные тексты
332,birchbark,#[т]ом[ъ] # [п]рис[ъ]# (гри)вьнъ в[ъ] тр(еть али) нь прис[ъ](леши) а хочѫ в[ꙑ]рѫ[т]и ѫро[ст][ть]ч[ь] въ дрѫгѫю тр(е)[ть],1180‒1200 (с вероятным смещением вперёд),Новгород,письма
333,birchbark,#[оу] хътьна#ъ ньсъдь#ю любо вѣ#ии моеи#[р]и и аѳон#тоѣ,1220‒1240,Новгород,фрагменты неопределенного содержания
334,birchbark,ѿ мирослава · ко ратмироу · вослю · [ѳе]д[о]то[у] три гривне · серебра · и гривноу · [ко]уно · во[зм]и · оу [дра]ц[ѧ рожи]дежк[оу],1220‒1240,Новгород,письма
335,birchbark,#нье : добро же : мѣни же ми : кълътъкѣ :цетꙑри : по полоу гривнѣ : кълътъкъ : золотꙑхъ : а за тобою :в҃ї: коунѣ : робьихъ : вѣ(вериць : крьни) же : тими : вѣверицами шело(мъ) # #[е] : оп[ѧ]т# : н[ап]и(ши),1160‒1180,Новгород,письма
336,birchbark,ѿ петра гр[а](мот)а · къ влъчькови · то еси тꙑповѣдалъ къ рожънѣтови · на нусту[и] емати ·в· срочька · ни векшею не длъжьнъ · а нꙑне · оу даньши · заѧлъ есмь ·в҃· ·в҃· срочька въ ·е҃·ть · срочькъ · а емли на немь даньша ·,1120‒1140 (с вероятным смещением назад),Новгород,письма
338,birchbark,#[захв]а[т]иле ко[с]ношкове # (соро)слосѧ во :з҃: гр҃вн҃о :[д҃]: гр҃[в](н)# #,1140‒1160 (с вероятным смещением назад),Новгород,деловые записи
339/341,birchbark,пклонъ ѿ ръдивацак ог҃идиноу посадкоусе ѿхъ[дѧ сего] (свѣта) #[ф]н[з] [а] ли[ш](е бꙑ отда)ли зати а мъѥ ѡтъцъ бꙑ по(слоухъ),1380‒1400,Новгород,официальные документы // письма
34,birchbark,# (съ бра)тьєю ·# [г]сне ни #оривъ # (же)ребец#ѧ оу се#литъ #,1340‒1360,Новгород,письма
342,birchbark,а҃ : в҃ : г #: з҃ : и҃ : ѳ҃ : ӏ҃ : к҃ : л҃ : м҃ #: ѯ҃ : о҃ : п҃ : ч : р : с҃ : т҃ : у҃ : ф҃ : х҃ : ѱ҃ : #в҃ : г҃ : д҃ : е҃ : ꙅ҃ : з҃ : и҃ : ѳ҃ : а в г д [е] #,1320‒1340,Новгород,учебные тексты
343,birchbark,# [пос]л[ꙋ]хе : бор[исе : попе :] #[с]паса : петре сомолѧнине : прок[о]ша [во]дин[иц]# #ма [д]омитре милославов[е] #е ·,1280‒1300,Новгород,официальные документы
344,birchbark,[ѿо пе]тра ко коузм[е] ꙗзо тобе братоу своѥмоу приказале про себе [так]ооурѧдил[о] ли сѧ со тобою ци ли не оурѧдил[о]сѧ ти тꙑ со дроцилою по сомолове прави а ꙗзо сѧ кланею,1300‒1320,Новгород,письма
345,birchbark,# а звало ѥсмьвасо в городо и вꙑ моѥго словань послушали а како приѥдуто по васо дворѧнь тако буди т#,1340‒1360,Новгород,письма
346,birchbark,ѿ микиѳора : ко тьтоке молови ратемирꙋ · оти сѧ соцете со моною моловиж[е] # #[и]ч[ь сол]# ѧле во торожеку# (а) # (не на)[р]ѧжѧе лихо деете :,1280‒1300,Новгород,письма
348,birchbark,ретънихо у илее у тудора :д: цетверти у милошка цетверетеу ратше :в: цетверети у страхона цетвете у мала цетвете у ѧрꙑша :в: цетверети у надеѧ цетвьрте у хоцу у сꙑна его цетвертеу содлилке цетверте у сѣлѧте цетверте у вонега цетверте у васѣке цетверте у несула цетверте у терпиа :в: цетверти у тешиле цетверте у обидена :в: цетверти у дешевкацерте у станѧте цетверте у наслава цетверте у иелее :з: цетверти,1260‒1280,Новгород,деловые записи
349,birchbark,# #[с]ѣ порома :и҃·ӏ: коуно во плото на соли :е· коуно и гривна · на рꙑбахо семница на церевахо :е: коуно к# # #[жике] :ѳ: гривоно · бе :е: коуно,1260‒1280,Новгород,деловые записи
35,birchbark,#ле (о)[у] ф[е]д[ор](а о)[у в]аси# (ска)зивале,1360‒1380,Новгород,фрагменты неопределенного содержания
350,birchbark,ѿ стьпана и о[т] матьри ко полюдоу восоли рожи конь продаво,1240‒1260,Новгород,письма
351,birchbark,# дꙋшила и бьлꙑна сто(ро)вь добрь · и товарь вохь ·кьль бес пецали бꙋдистепан[ь] · [землѧ] #,1260‒1280,Новгород,письма
352,birchbark,# (ѻлекс)[а]ндровичю сну посадничю · слуги твоӏ гн҃е# мосюку што ѥси · гн҃е хлѣбо велѣло# (пу)стошомо · ӏно тото хлѣбо гн҃е · крѣстьꙗне перемо(лотили) # гн҃е · не слушали · а которꙑѥ · гн҃е · ѻ̈стат(ки) # [и м]ꙑ тꙑ гн҃е · молотимо · да сꙑплемо · гн҃е · в жꙑ(тницу) # #[р]ꙑ [хл]ѣб[а] · гн҃е · перемолотили · кретеꙗне ·#,1420‒1430,Новгород,письма
353,birchbark,#н[ꙑ] нѣту · у вдовкинꙑ·хъ дѣтѣӏна тꙑхъ · сохахъ · сѣмѧнъ нѣтуни дѣжѣ ӏ нонѣ дашь · кони ӏ ·ӏ сѣмѧна · п[од]н[ѧ]т[а] бу[д]е [зе]м[лѧ],1380‒1400,Новгород,письма
354,birchbark,челомъ битиѥ к огж҃и мт҃ри ѿ ѻнсифора · вели нестерю · рубль · скопити · да ити · к июрию · к сукладнику · молисѧ ѥмчто бꙑ конь купилъ да иди с обросиемъ к степану жеребии возмѧ · или возметъ рубль · купи и другии конь · да прошаи оу юриѧ · полтини · да купи соли · с обросиѥмъ · а михи и серебра не добудеть · допути · пошли с нестеромъ симъ · да пошли ·в҃· кози корѧкулю пѧтенъполъсти · веретища михи и медвидно · вели оу максима оу ключника пшенки попрошати ·.·и диду молисѧ что бꙑ ихалъв июриѥвъ · монастиръ пшенки попрошалъ · а сдисе не надиисѧ ·,1340‒1360,Новгород,письма
355,birchbark,на симане · на лисидциникѣ · гривна · на дорофѣи накожевникѣ :ꙅ: семенци · наклимѧтѣ · на парфѣневе·г· гривнѣ · на василѣна #,1300‒1320,Новгород,деловые записи
356,birchbark,#прокроутоу пос[ь]ли · [т]вое[ӏ] ж[ь]н[юсѧ]оу тьбь сьль гж҃ѧ · волѧ · ӏ твоѧ,1360‒1380,Новгород,письма
357,birchbark,поклоно ѿто юрки ко мари цто ѥсомо оу тебе свезли на [сл]а[в]#,1300‒1320,Новгород,письма
358,birchbark,поклонъ ѡс҃пжи мт҃ри · послалъ ѥсмь с посадницимъ мануиломъ ·к· бѣлъ · к тобѣ · а тꙑ нестерепро чицѧкъ пришли ко мни грамоту с кимъ будешъ послалъ · а в торжокъ приихавъ · кони корми добрꙑмъ синомъ · к житници свои замокъ приложи · а на гумни стои коли молотѧть · а кони корми ѡвсомъ при[соби] а в ми[ру] а в [кл](и)т[ь р]жи [с]# [п]еремиръ и ѡвесъ тако же · а сказꙑваи кому надоби рож ли · или ѡ(весъ) #,1340‒1360 (с вероятным смещением назад),Новгород,письма
359,birchbark,покло ѿ парфѣниѧ к угумѧну ꙩсподине како ѥсьмъ порѧдилесе тако и живуа василке село пустоши вежу свезле двѣрѣ ·г· свезле а село а на вхꙑхъ се грозитьце у ладогу звати ѡсподине ꙩ всѣмъ томо понаболисе,1400‒1410 (с вероятным смещением назад),Новгород,письма
36,birchbark,# (гри)вна : ꙋ селих[ѣ] гривна : ꙋ ѥ# (ꙋ) [с]мона ·,1360‒1380,Новгород,деловые записи
361,birchbark,поклонъ ѿ шижнѧнъ и ѿ братиловицьгн҃у ꙗкову поѥди гн҃е по свою верешь датьгн҃е не гнеѥ̈ а нꙑнеца ѥсме гн҃е погибливерешь позѧбла сѣꙗ̈ти гн҃е не чего ӓ ѥ̈сти тако же не чего вꙑ гн҃е промежю собою исправꙑ не учините а мъ промежю вами погибли,1380‒1400 (с вероятным смещением вперёд),Новгород,письма
362,birchbark,ѡсподѣну юрию ѡнцифороцю ѡндрике цолобѥ послалъ ѥсме тъ[с]ѧцю су[щ]а [ко ѡс](под)и сво[ѥ](и),1380‒1400 (с вероятным смещением вперёд),Новгород,письма
363,birchbark,поклонъ ѿ смена к невѣстъкѣ моѥ ажѥ будешь не помина[л]а ино у тебе солоду бꙑло а солодъ ржанꙑи в потклѣтѣ и тꙑвозми колобью · а мукѣ колконадобь и тꙑ испеки в мѣруа мѧсо на сѣньникѣ а цторубль дать игнату и тꙑ даи,1380‒1400,Новгород,письма
364,birchbark,поклонъ ѿ смена ѿциха к сидору какъимешь продавать и тꙑдаи намъ ржи на полтину какъ людомъ поцнешь давать а грамота к тобѣ с моимъдѣтиною ·,1380‒1400 (с вероятным смещением назад),Новгород,письма
365,birchbark,#да пришли сѣмъ с [ъ]бдор[и] # #ѥмъ съ[ц]тьмъ(сѧ) # по[ло] #,1360‒1380 (с вероятным смещением назад),Новгород,письма
366,birchbark,сь урѧдѣсѧ · ѧковь съ гюрьгьмо · и съ харѣтономъпо бьсудьнои грамотѣцто бꙑлъ возѧлъ гюрьгѣ грамотув ꙑзьѣжьнои пьшьнѣцѣ а харѣтоно во проторѣхо своѣхъи возѧ гюрьгѣ за вьсь то рубьльи трѣ грѣвонꙑ и коробью пьшьнѣцѣ · а харѣтонъ возѧ · дьсѧтьлокотъ сукона и грѣвону · а больнь надобѣ гюрьгю нѣ харѣтонудо ѧкова нѣ ѧкову до гюрьгѧ нѣдо харитона · а на то рѧдьцѣ и послусѣдавꙑдъ лукѣнъ сꙑнъ сьтьпанъ таишѣнъ,1360‒1380 (с вероятным смещением назад),Новгород,официальные документы
367,birchbark,#посули а знамѧцко #[со оу]имꙑ [а] н[а]мъ [с]ап(ог)# #,1380‒1400,Новгород,письма
368,birchbark,се бл҃гви · попе · максим[е] #село · а землѧ тому · селоу · по зарубъ · синофо(нтовъ) # #ньѥму,1360‒1380 (с вероятным смещением вперёд),Новгород,официальные документы
369,birchbark,# (св҃)[т]аго дх҃а се ѧзъ рабъ б(ж҃ии) # (сꙑ)[н]у · своѥму конъдра[т](у) # бѣлки оу петра в ла[в]# (с)емена шюбиницѧ з#,1360‒1380 (с вероятным смещением вперёд),Новгород,официальные документы
37,birchbark,# [и]ва[н]а · ко #[у]бе · те ї м#ите · ꙗз[ъ] # (са)[м]е · буду ·,1360‒1380,Новгород,письма
370,birchbark,поклонъ · ко юрью · и к миѯсиму · ѿ всихъ · сиротъ ·цто ѥси даль · намъ за клуцка · за насъ · не стоть ·насъ · продаѥть · и крадони · ѿ ного · ѥсми · а лежи ни ·ѿ ного · не ѿѥзде да · а ми · ѥсми · в томъ · погибли · аже ѥму · будьть ·сидить · намъ · сили : ниту · сидити : а да · намъ ·смирного : чл҃вка : а на томъ : тобѣ · цоломъ,1360‒1380 (с вероятным смещением назад),Новгород,письма
372,birchbark,# [ѻс]подине сино не #а нꙑнеце ѻсподине наб#[оц]и # зан[е]ж[е] #,1360‒1380 (с вероятным смещением вперёд),Новгород,письма
373,birchbark,#серебра не даю а нине говори тим[ъ] х[то] з[на]#ини[вал]ъ а здисе коурила мезенъ ѿꙗлъ ӏ куни# (а нин)е ꙩ томъ попецалисе како тому би#,1410‒1420 (с вероятным смещением вперёд),Новгород,письма
374,birchbark,# ко[нѧ н]а [них ку]не даше стора луди елали свале на луди не ӏде моӏ кони оу тебеа твоӏ конь оу мене не буде моӏхь конвь оу тебе ӏ тꙑ даӏ ми рубелъ# [мо]ӏ кони к[о]#,1420‒1430,Новгород,письма
375,birchbark,#нъѥ за два рубѧ иван# #спин[иц](ю ко)[ли б]ы[лъ] па[р](обокъ) #,1360‒1380,Новгород,деловые записи
376,birchbark,а҃ в҃ г҃ д҃к[ѧ][ѧ]нъзаѧѧкꙋстражьжѧь[ь],1280‒1300 (с вероятным смещением назад),Новгород,varia // учебные тексты
377,birchbark,ѿ микити к маланӏи поиди за мьне ѧзъ тьбехоцю а тꙑ мене а на то послоухо игнатомо[исиѥвъ а] во жи[во](т)# #,1280‒1300 (с вероятным смещением назад),Новгород,письма
379,birchbark,# (къ) т[ѫ]горадоу и къ [к]волинѣ вꙑправи [м]и [к]ъ(р)ъчѧгоу#и п[р]оудъ о(бь)чь ѫст(р)ои [ц]ин(ю) покланѧние,1160‒1180 (с вероятным смещением вперёд),Новгород,письма
38,birchbark,#кони# федор# #[с]тък[ꙋ] ꙩко ростави[л]и [сох] #,1380‒1400,Новгород,письма
380,birchbark,#остѧтѣ къ ѧжи съкопивъши вѣверъ#[ъ]жи же ѧз[ъ] ти придоу по великѣ дъ(ни),1140‒1160 (с вероятным смещением назад или вперёд),Новгород,письма
381,birchbark,ѿ игната къ климѧтѣ възми оу доушилѣ(о)[у ѳ]оминица полъ цетвьртѣ гр҃внѣ и крь(ни ко)[жюхъ] чьрмьницнъ женьс(к)#[и] и крьни#,1160‒1180,Новгород,письма
382,birchbark,#[у] (ч)олъвѣка и вѣка # е[си] (при)е[х]а[л]ъ [в]#,1380‒1400,Новгород,письма
383,birchbark,приказъ ѿ романа к пѧтелѣю цо прилбица · ꙋ тебе ꙩндрѣѥва · прилбица · даӏ ꙩндрѣю ·,1380‒1400,Новгород,письма
384,birchbark,ѿъ стъенѣга къ матери то ти есмь дале савѣ :е: кꙋнъвъже трькъвище лъжици :в: ножа :в: брꙋсе : вожѣ оленики ·,1160‒1180,Новгород,письма
385,birchbark,поклоно посаднику онсиѳору ож[е ѥ](си во)пор[и] наболисѧ посзовно грамото(ю) #,1360‒1380 (с вероятным смещением назад),Новгород,письма
386,birchbark,#ь ꙋ тьбѧ [т]о ӏ [г]о#(о)[т]вецꙋ ӏ о земл[е]#,1360‒1380 (с вероятным смещением назад),Новгород,письма
387,birchbark,#оп#кы#(о)стаф[ӏ]ѧ па#мъ · ско#(бе)[щ]ести·е сво[е] #ни#,1340‒1360 (с вероятным смещением вперёд),Новгород,официальные документы
388,birchbark,#[ъ] ѡ[вьр]к[ӏи и и]рак[ъ] и созо и оула[сӏи],1340‒1360,Новгород,церковные тексты
389,birchbark,ѿ лоукꙑ : ко марфи · цто олекса · колбинць · далъ : пороукоу · в коунахъ : дати бꙑ дати : коунꙑ : на пьтровъ дн҃ь : в [р]оуса[л]ь#,1320‒1340,Новгород,письма
390,birchbark,бологожь :в: жерьбьѧ : козьлеско : плꙋ:тьць :в: жерьбеѧ : во подогореи : плисина :в: жьребьѧ : старо поле : завьтьрение : по рꙑдино :в: жеребьѧ : а бороть : по рꙋцьи : по голиное : и по конѧжь : людьщико : до ꙋсть воломи :в: жьрьбеѧ : а по голиное : рꙋцье заньтьцье : и до колина : вохо мое : и за ивьницꙋ : а бориславꙋ : дорꙋгаѧ : соторона : нетьца : поцьрьтово рꙋцьи : и до вьрьховьѧ и по пꙋть рꙑдьньскоикозелеско дорогуне плисина завьтьрьние,1280‒1300,Новгород,деловые записи
391,birchbark,+ ѿ олѳоромеѧ к доманцю и ко лахнꙋ и ко еванꙋ и к олее секите сꙋко нмого · а рожи много · #,1280‒1300,Новгород,письма
392,birchbark,оу тешена возѧле ·к҃· гривено #и гривна · из · ногато ·,1280‒1300,Новгород,деловые записи
393,birchbark,кузма · далъ ·о҃·и и ·в҃ӏ· своӏхъ · с·к҃· а что · гри·го#,1280‒1300,Новгород,деловые записи
