id,url,date,content,carrier,carrier_category,place,text,reconstruction,translation,alphabet,writing_method,position,preservation,date_details,date_justification,comment
471,https://epigraphica.ru/epigraphy/inscription/show/471,1221-1227,Актовая запись времени княжения Мстислава Мстиславича с указанием свидетелей,Стены церкви Св. Пантелеймона,стена церкви,Церковь св. Пантелеимона,...нии Мьстиславли...,,,кириллица,граффито,,фрагмент (15-50%),,,
472,https://epigraphica.ru/epigraphy/inscription/show/472,1217,Начало надписи с указанием даты,Стены церкви Св. Пантелеймона,стена церкви,Церковь св. Пантелеимона,въ лѣт҂ꙅѱ[ке][с]ца авгоус⸗т (…),,… августа 6725 года … ( ),кириллица,граффито,"Между западным и центральным пряслами южного фасада, на высоте 192 см от поверхности грунта и на расстоянии 11 см от правого ребра. ( )",с утратами (50-85%),,,
473,https://epigraphica.ru/epigraphy/inscription/show/473,1217,Надпись о смерти Ульяны,Стены церкви Св. Пантелеймона,стена церкви,Церковь св. Пантелеимона,въ лѣт҂ꙅѱ҃к҃е҃ прѣ⸗сца маѧ въз҃ı дн҃ь,,17 мая 6725 года преставилась Ульяна ( ),кириллица,граффито,"Северная стена жертвенника, на высоте 170 см от пола и на расстоянии 224 см от правого угла ( )",целая (100%),,,
474,https://epigraphica.ru/epigraphy/inscription/show/474,1229,Надпись о смерти Богдана,Стены церкви Св. Пантелеймона,стена церкви,Церковь св. Пантелеимона,въ лѣт҇҂ѕ҃ѱл҃зс҇(ц)а маѧ въı҃ оумре Богда[нъ],,10 мая 6737 года умер Богдан ( ),кириллица,граффито,"Внешняя стена, восточнее южного портала, на высоте 176 см от поверхности почвы и на расстоянии 156 см от правого ребра ( )",целая (100%),,,
475,https://epigraphica.ru/epigraphy/inscription/show/475,1050–1150,Владельческая надпись Бляты (?),Пряслице с Южного посада Вышгорода,пряслице,Южный посад,Блѧты,,'[Пряслице] Бляты',кириллица,граффито,,целая (100%),,,О специфике антропонима см. Зоценко 1991.
476,https://epigraphica.ru/epigraphy/inscription/show/476,1030–1040,Надпись неясного содержания,Стены киевского Софийского собора,стена церкви,Собор св. Софии,,,,кириллица,граффито,восточная плоскость юго-западного столба подкупольного квадрата ( ),фрагмент (15-50%),,,"Надпись сохранилась лишь фрагментарно, нет однозначной интерпретации. С. А. Высоцкий читает и датирует надпись на основании соседства надписей № 99 (настоящая надпись) и № 4 (о саркофаге Всеволода Ярославича). Предполагается, что надпись о саркофаге расположена именно на этом столбе и на этом уровне, потому что ее писец стремился поместить сообщение о смерти князя рядом с записью о его рождении. Датировка подтверждается данными палеографии ( ). Повесть временных лет под 1030 г.: « и родися Ярославу 4-й сынъ, и нарече имя ему Всеволодъ » ( ). В. В. Корниенко предположительно видит здесь молитву к Богородице с перечнем имен."
477,https://epigraphica.ru/epigraphy/inscription/show/477,1037–1100,Азбука из 27 букв,Стены киевского Софийского собора,стена церкви,Собор св. Софии,а б в г д ежз и ѳ і к л м н ѯ о п р с т у ф х ш щ ѡ,,,кириллица,граффито,"на южной стене апсиды придела архангела Михаила, под двумя слоями масляных красок XVIII и XIX вв., на фресковой штукатурке XI в. ( )",целая (100%),середина XI в. ( ),,"Необычен состав азбуки и порядок следования букв. Специфичные буквы греческого алфавита ( ѳ , ѯ ) вставлены между кириллическими в соответствии со своими числовыми значениями. Несмотря на наличие букв для обозначения специфично славянских шипящих звуков ( ж [вероятно, была пропущена и надписана], ш , щ ), не имеющих числового значения, в азбуке отсутствуют отдельные специфично кириллические буквы: передающие аффрикаты и имеющие числовое значение ( ѕ , ч , ц ) и передающие гласные и не имеющие числового значения ( ѣ , еры, юсы, йотированные гласные). В составе азбуки есть обе греческие буквы для обозначения звука [ф] ( ѳ , ф ), отсутствовавшего в славянском консонантизме; обе они имеют числовое значение."
478,https://epigraphica.ru/epigraphy/inscription/show/478,1080–1100,Надпись о вторичном погребении грамматика,Стены киевского Софийского собора,стена церкви,Собор св. Софии,мс҇цѧ [і]ꙋниꙗгр](е)[бо]⸗ш[ѧ] грама⸗тика а въі҃е въдаша к(ъ)Лазор-ю,,"‘Месяца июня в ... день выкопали грамматика [книжника], а в 15-й отдали к Лазорю’. ( )",кириллица,граффито,северная стена южной внешней галереи Софии Киевской (придел свв. Антония и Феодосия) возле сильно попорченного фрескового изображения Стефана ( ),с небольшими утратами (>85%),,,"«В 6-й строке после Лазор <...> фигура вида с , поверх которой проведены два вертикальных штриха. Можно предположить, что писец начал писать букву е (от Лазореви ), но затем решил ее переделать (на ю ?); результат его не устроил и он просто бросил это место и рядом написал ю » ( ). «Не удается получить бесспорного чтения для начала 2-й строки, где указан день, когда производилась эксгумация <...> Место для узкого знака между въ и дн҃ есть, т. е. в принципе можно предположить, что здесь стояло і҃ ‘10’, которое не сохранилось (ср. і в [ і ] ꙋниꙗ ); но это, конечно, ненадежно» ( –271). Видимо, имеется в виду ритуал вторичного погребения: кости эксгумировали и вложили в гроб родственника, хоронимого в той же могиле ( ; об этом обряде см. )."
479,https://epigraphica.ru/epigraphy/inscription/show/479,1037–[1150],"Молитва о Безуе, отроке Ивана Добрынича",Стены киевского Софийского собора,стена церкви,Собор св. Софии,Ги҃ помози рабоу своемуиМ--еви съ нимъ,,"‘Господи, помоги рабу своему Безую, отроку Ивана Д[о]брынича, и М[ал]ю с ним’.",кириллица,граффито,"на фреске св. Онуфрия, на высоте 132 см от пола и на расстоянии 66 см от левого угла ( ) южная внешняя галерея Софии Киевской в нижней части фрески св. Онуфрия ( )",с небольшими утратами (>85%),,,"«Граффито взято в рамку» ( ). Понимание отрезка Безуеви Иванѫ отроку Д-|брынича как ‘Безую-Ивану, отроку Добрынича’ «несовместимо с древнерусскими правилами выражения принадлежности <...> использование буквы ѫ для передачи [’у] – для XI в. довольно частое явление <...> Тогда Иванѫ – это притяжательное прилагательное и смысл основной части надписи таков: ‘Господи, помоги рабу своему Безую, отроку Ивана Добрынича’ <...> В 3-й строке чтение Мареви принять невозможно: ни от какого древнерусского имени такого Д. ед. быть не может» ( –267). Возможно, последнее имя читается как Малеви (устное сообщение А. А. Гиппиуса)."
480,https://epigraphica.ru/epigraphy/inscription/show/480,1037–1100,Молитва о Коснятине,Стены киевского Софийского собора,стена церкви,Собор св. Софии,Ги҃ пѡмози рабꙋ свѡѥмꙋ,,"‘Господи, помоги рабу своему Коснятину’. ( )",кириллица,граффито,"на южной стене западной внутренней галереи Софии Киевской на фреске с образами св. Евстафия Плакиды, его жены св. Феопистии и их сына св. Агапия; на высоте 120 см от современного пола и в 338 см от левого угла ( )",целая (100%),втор. пол. XI в. ( ),,
482,https://epigraphica.ru/epigraphy/inscription/show/482,1140–1240,"Автограф Ивана Завидовича, направлявшегося в паломничество в Сантьяго-де-Компостела",Saint-Vivien de Pons,стена церкви,Церковь св. Вивиана,Ивано ѱло Зав[и]⸗,,"‘Иван писал Завидович, идя к святому Иакову’ ( )",кириллица,граффито,"На северном плече широкого романского фасада церкви, в четвертом снизу ряду кладки массивного контрфорса, на высоте 83 см от современного пола. ( )",целая (100%),1160–1180 ( ),,"Terminus post quem определяется датой строительства собора в 1140-е гг. Предположительный terminus ante quem связан с монгольским нашествием 1230-х – 1240-х гг. Вопреки издателям, палеография надписи не позволяет уточнить ее датировку."
483,https://epigraphica.ru/epigraphy/inscription/show/483,1420-1440,Заздравная надпись на чаре князя Владимира Давыдовича,Чара князя Владимира Давыдовича,"чаша, бытовые предметы",неизвестно,text 1: основная надписьtext 2: черновая надписьа се чара кнѧ[з]ѧ володова дв҃ꙑдови[ча] кто из нее п[ь то]му на здоров[ь]е а хвалѧ бо[га своего ѡспо]дарѧ великого не оупье[тьсѧ],,"{Основная надпись} Это чара князя Владимира Давыдовича. Кто из нее пьет, тому на здоровье, хваля Бога и своего господаря великого князя. {Подготовительная надпись} Это чара князя Владимира Давыдовича, кто из нее пьет, тому на здоровье, хваля Бога [и] своего господаря великого, [пусть] не упьется.",кириллица,"граффито, чеканка","«[Н]а вертикальном, слегка отогнутом ободе двойным контуром вычеканена заздравная надпись» (text 1) Частично сохранившаяся черновая надпись (text 2) ( ) «Круговая надпись резана по серебру двойным контуром. Фон сплошь заштрихован граверным резцом. Рисунками процветшего креста надпись расчленена на четыре части» ( )",целая (100%),"Не ранее второй половины XIII в., скорее всего первая половина XIV в. ( )","Палеографически значимы следующие начертания: а типа 7 «удлиненная спинка» по А. А. Зализняку (указывает либо на время ), е IV «лежащие» 1380>, и II «наклонная перекладина» 1320> (1340>) (?), р IVа «углом вниз (криволинейные)» 1160> (1240>) или р IVб «углом вниз (прямолинейные)» 1240> (1300>), ч IIа «Y-образные» 1280>, ѧ IIIа «V-образный язычок (острые)» 1280> (1340>). Из лингвистических черт существенна особенность «язык: оспод- (без г) (1340>)».",
484,https://epigraphica.ru/epigraphy/inscription/show/484,1045–1109,Криптограмма имени Мечислав,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,,Мчс(л)в,‘Мечислав’ (см. комментарий),кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 25 см от левого края, 35 см ниже современного пола. ( )",с утратами (50-85%) с утратами (50-85%) ( ),,,"Буквы м (в круге), [ч] , с , (л) и в (вне круга, против часовой стрелки, начиная сверху)."
485,https://epigraphica.ru/epigraphy/inscription/show/485,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,кюни рони,,,кириллица,граффито,,целая (100%),,,"Вертикальная засечка на верхней диагонали к настолько длинна, что делает эту букву похожей на н."
486,https://epigraphica.ru/epigraphy/inscription/show/486,1045–1109,Надпись с именем «Иван»,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,И[в]анъ,,‘Иван’,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 28 см от левого края, 36 см ниже современного пола. ( )",,,,
487,https://epigraphica.ru/epigraphy/inscription/show/487,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,к{[н]}юни,,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 29 см от левого края, 37 см ниже современного пола. ( )",с утратами (50-85%) ( ),,,"Оформление: 2-ая строка начинается под 4-ой буквой 1-ой строки (вероятно, из-за неровности штукатурки). Описки и исправления: Вероятно, автор граффито написал в начале н вместо к из-за предвосхищения последующих двух букв н, а затем он или кто-то другой приписал более крупную букву к слева."
488,https://epigraphica.ru/epigraphy/inscription/show/488,1045–1109,Надпись с упоминанием попа Смолька,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,text 1:зъtext 2:С[м]ол[ь]кtext 3:п[п],,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 22 см от левого края, 35 см ниже современного пола. Взаимное расположение текстов: Текст 2 находится справа от Текста 1. Текст 3 приписан над буквами ол Текста 2. ( )",целая (100%),,,"Текст 3 представляет собой сокращенную запись слова попъ. Текст 1, возможно, был процарапан другой рукой. Нельзя исключать, что это не слово азъ, а фрагмент монограммы (например, имени Лазорь). Оформление: Левая нога 1-ой буквы п (Текст 3) продолжена вниз дугой, загнутой вправо."
489,https://epigraphica.ru/epigraphy/inscription/show/489,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,(к)[ю]н(и) рони,,,,,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 21 см от левого края, 37 см ниже современного пола. ( )",с утратами (50-85%) ( ),,,
490,https://epigraphica.ru/epigraphy/inscription/show/490,1045–1109,Надпись с именем Петр,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,Петръ,,‘Петр’,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 30 см от левого края, 41 см ниже современного пола. ( )",целая (100%),,,Над надписью четырехконечный крест с подписью Іc҃ Хс҃.
491,https://epigraphica.ru/epigraphy/inscription/show/491,1045–1109,Криптограмма имени Мечислав,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,,Мчслв,‘Мечислав’ (см. комментарий),кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 40 см от левого края, 37 см ниже современного пола. ( )",с небольшими утратами (>85%) с небольшими утратами (>85%) ( ),,,"Буквы м (в круге), ч , с , л , в (вне круга, против часовой стрелки, начиная сверху)."
492,https://epigraphica.ru/epigraphy/inscription/show/492,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,(-)--ни,,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 48 см от левого края, 39 см ниже современного пола. ( )",с утратами (50-85%) ( ),,,
493,https://epigraphica.ru/epigraphy/inscription/show/493,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,кꙕ|ни | ро|ни,,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 40 см от левого края, 41 см ниже современного пола. ( )",целая (100%),,,Зеркальная буква ю (ꙕ).
494,https://epigraphica.ru/epigraphy/inscription/show/494,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,кю[ни],,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 42 см от левого края, 43 см ниже современного пола. ( )",с утратами (50-85%) ( ),,,
495,https://epigraphica.ru/epigraphy/inscription/show/495,1045–1109,Надпись неизвестного назначения,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,-з-[в]а[ш]а,,См. комментарий.,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 47 см от левого края, 42 см ниже современного пола. ( )",с утратами (50-85%) ( ),,,"Мелкая надпись повреждена несколькими сколами. Первая буква или знак прописана слабо; буква ш накладывается на петлю изображенной здесь про-стой плетенки. Возможно, здесь было написано слово зъваша или зѣваша."
496,https://epigraphica.ru/epigraphy/inscription/show/496,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,[ку]ни рони,,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 54 см от левого края, 33 см ниже современного пола. ( )",с утратами (50-85%) ( ),,,Вертикали букв и и н расширяются книзу.
497,https://epigraphica.ru/epigraphy/inscription/show/497,1045–1109,Надпись с именем Кузьма,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,Коузьма,,‘Кузьма’,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 29 см от левого края, 33 см ниже современного. ( )",целая (100%),,,
498,https://epigraphica.ru/epigraphy/inscription/show/498,1045–1109,Недописанная покаянная надпись,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,охъ тъ,,"‘Ох, тяжко (букв.: тошно).’",кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 62 см от левого края, 34 см ниже современного пола. ( )",целая (100%),,,Последняя буква (ъ) недописана.
499,https://epigraphica.ru/epigraphy/inscription/show/499,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,коу(ни),,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 61 см от левого края, 36 см ниже современного пола. ( )",с утратами (50-85%),,,
500,https://epigraphica.ru/epigraphy/inscription/show/500,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,[к]юн(…),,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 59 см от левого края, 37 см ниже современного пола. ( )",с утратами (50-85%),,,
501,https://epigraphica.ru/epigraphy/inscription/show/501,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,ко[уни р]они,,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 68 см от левого края, 34 см ниже современного пола. ( )",с утратами (50-85%),,,"Вероятно, писавшему помешала перейти на строку ниже рытвина в штукатурке и поэтому он записал последний слог над строкой."
502,https://epigraphica.ru/epigraphy/inscription/show/502,1045–1109,Надпись с сокращением имени Гюрьги (?),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,Гю҃Ми(---),,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 70 см от левого края, 37 см ниже современного пола. ( )",,,,"За необычным сокращением Гю҃, вероятно, скрывается имя Гюрьги. Над вторым словом надписи тоже могло стоять титло, уничтоженное сколом. Здесь могла быть сокращенная запись отчества."
503,https://epigraphica.ru/epigraphy/inscription/show/503,1045–1109,Надпись с глаголической буквой Ⰿ,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,ⰿ,,,глаголица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 78 см от левого края, 36 см ниже современного пола. ( )",целая (100%),,,
504,https://epigraphica.ru/epigraphy/inscription/show/504,1045–1109,Монограмма имени Затех (?),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,,За[т{е}]ѣх[ъ],‘Затех’ (см. комментарий),кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 77 см от левого края, 35 см ниже современного пола. ( )",с утратами (50-85%),,,"Монограмма из крупной буквы х внизу, а слева вверху, з , сложенной из элементов а и х с добавлением засечки слева, отдельной е справа вверху и зеркального ъ , использующего язычок и нижнюю половину е в своей верхней части (буквы е и ъ повреждены изображением перевернутой пятиконечной звезды, однако уверенно реконструируются по другим экземплярам монограмм того же автора). К левой нижней диагонали буквы х пририсована буква ѣ . Монограмму, по-видимому, следует читать как За[т{е}]ѣх[ъ] (с заменой ѣ → е ). В данном случае она содержит дополнительную букву ѣ : вероятно, автор надписи хотел таким образом «исправить» е на ѣ ."
505,https://epigraphica.ru/epigraphy/inscription/show/505,1045–1109,Монограмма имени Затех (?),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,,Зат{е}ѣхъ,‘Затех’ (см. комментарий),кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 90 см от левого края, 30 см ниже современного пола. ( )",с утратами (50-85%),,,"Монограмма из крупной буквы х внизу, а слева вверху, з , сложенной из элементов а и х с добавлением засечки слева, маленькой т справа от а , е справа вверху и зеркального ъ справа от т , использующего язычок и нижнюю половину е в своей верхней части. К левой нижней диагонали буквы х пририсована буква ѣ . Монограмма предположительно читается как Зат{е}ѣхъ (с заменой ѣ → е )."
506,https://epigraphica.ru/epigraphy/inscription/show/506,1045–1109,Надпись неизвестного назначения,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,-р-[б](-)--,,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 89 см от левого края, 37 см ниже современного пола. ( )",с утратами (50-85%) ( ),,,"Буква слева от р , возможно, не относится к данной надписи."
507,https://epigraphica.ru/epigraphy/inscription/show/507,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,коун[и],,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 71 см от левого края, 41 см ниже современного пола. ( )",с небольшими утратами (>85%) ( ),,,
508,https://epigraphica.ru/epigraphy/inscription/show/508,1045-1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,куни,,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 77 см от левого края, 41 см ниже современного пола. ( )",целая (100%),,,
509,https://epigraphica.ru/epigraphy/inscription/show/509,1045–1109,Молитвенная надпись,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,Ги҃ [п]ом[о]⸗,,"‘Господи, помоги рабу своему...’",кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 81 см от левого края, 43 см ниже современного пола. ( )",с утратами (50-85%) ( ),,,Поверх надписи вырезано изображение креста.
510,https://epigraphica.ru/epigraphy/inscription/show/510,1045–1109,Надпись с первым слогом заимствованного речения («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,кю,,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 92 см от левого края, 44 см ниже современного пола. ( )",целая (100%),,,
511,https://epigraphica.ru/epigraphy/inscription/show/511,1045–1109,Надпись с именем Воигость / Воигост (?),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,Воиго,,‘Воигость’ или ‘Воигост’ (?),кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 88 см от левого края, 47 см ниже современного пола. ( )",с утратами (50-85%) ( ),,,"Имя Воигость (или Воигостъ ), конец которого поврежден. Возможно, имя недописано."
512,https://epigraphica.ru/epigraphy/inscription/show/512,1045–1109,Молитвенная надпись,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,о Ги҃ помо⸗,,"‘О, Господи, помоги рабу.’",кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 107 см от левого края, 45 см ниже современного пола. ( )",целая (100%),,,Чуть выше этой надписи изображена отдельная буква ѿ .
513,https://epigraphica.ru/epigraphy/inscription/show/513,1045–1109,Криптограмма имени Мечислав,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,,Мч[с]в,‘Мечислав’ (см. комментарий),кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 13 см от левого края, 42 см ниже современного пола. ( )",с утратами (50-85%),,,"Автограф-криптограмма имени Мечиславъ . Криптограмма на основе круга. В круге видна буква м , а вне круга – [ч] сверху, с слева и в справа."
514,https://epigraphica.ru/epigraphy/inscription/show/514,1045–1109,Надпись с буквой,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,В,,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 11 см от левого края, 46 см ниже современного пола. ( )",целая (100%),,,"Справа от буквы – непонятный знак или рисунок, несомненно, начертанный той же рукой."
515,https://epigraphica.ru/epigraphy/inscription/show/515,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,коуни ро[ни],,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 19 см от левого края, 43 см ниже современного пола. ( )",малый фрагмент (<15%) ( ),,,
516,https://epigraphica.ru/epigraphy/inscription/show/516,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,коуни ро⸗ни,,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 25 см от левого края, 43 см ниже современного пола. ( )",с небольшими утратами (>85%) ( ),,,Надпись зачеркнута.
517,https://epigraphica.ru/epigraphy/inscription/show/517,1045–1109,Криптограмма имени Мечислав,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,,Мчсл[в],‘Мечислав’ (см. комментарий),кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 23 см от левого края, 46 см ниже современного пола. ( )",с утратами (50-85%),,,"Автограф-криптограмма имени Мечиславъ : буквы м (в круге), ч , с , л , [в] (вне круга, против часовой стрелки, начиная сверху)."
518,https://epigraphica.ru/epigraphy/inscription/show/518,1045–1109,Криптограмма имени Мечислав,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,,(М)чс[л](в),‘Мечислав’ (см. комментарий),кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 25 см от левого края, 45 см ниже современного пола. ( )",с утратами (50-85%),,,"Автограф-криптограмма имени Мечиславъ : круг и буквы ч (над ним), с (слева) и [л] (внизу). Буквы м и в не сохранились."
519,https://epigraphica.ru/epigraphy/inscription/show/519,1045–1109,Надпись с именем Логин,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,Логи⸗,,‘Логин’,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 32 см от левого края, 48 см ниже современного пола. ( )",целая (100%),,,"Славянская адаптация канонического имени Лонгин (греч. Λογγῖνος). В древнерусский период это имя, как кажется, в источниках не встречается, но в более позднюю эпоху представлено достаточно широко (см. старорус. подкорпус НКРЯ, ср. топонимы Логиново и Логинково в писцовых книгах, совр. топоним Логинцево и фамилию Логинов )."
520,https://epigraphica.ru/epigraphy/inscription/show/520,1045–1109,Надпись с заимствованным речением («куни рони»),Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,[кюни],,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 39 см от левого края, 50 см ниже современного пола. ( )",с утратами (50-85%) ( ),,,Зеркальная буква ю ( ꙕ ) (?).
521,https://epigraphica.ru/epigraphy/inscription/show/521,1045–1109,Надпись с инципитами двух стихов из Псалтири,Первоначальная штукатурка новгородского Софийского Собора,стена церкви,Собор св. Софии,[да] в[ъ]н[и]⸗,,,кириллица,граффито,"Юго-восточный подкупольный столб, восточная лопатка, южная грань. 42 см от левого края, 50 см ниже современного пола. ( )",с утратами (50-85%) ( ),,,"Основная часть надписи состоит из инципитов двух стихов из Псалтири, читаемых после исполнения тропаря в великопостном варианте службы Девятого часа: «Да вънидеть прошение мое прѣдъ тя, Господи, по словеси твоему избави мя!» (Пс. 118: 170), «Да приближиться моление мое прѣдъ тя, Господи, по словеси твоему въразуми мя» (Пс. 118: 169). Стихи по неясной причине записаны в обратной последовательности."
